pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	seed_hidden650_batch64_dropout0.1_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr10.0_seed1010	seed_hidden650_batch64_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr10.0_seed8574	seed_hidden650_batch64_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.1_lr10.0_seed11230	seed_hidden650_batch64_dropout0.2_lr20.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed1234	seed_hidden650_batch64_dropout0.2_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9420	seed_hidden650_batch128_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed3648	seed_hidden650_batch128_dropout0.2_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr20.0_seed1010	seed_hidden650_batch128_dropout0.2_lr10.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed3242	seed_hidden650_batch64_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed3648	seed_hidden650_batch128_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed11230	seed_hidden650_batch64_dropout0.1_lr20.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed9420	seed_hidden650_batch128_dropout0.2_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed5555	seed_hidden650_batch128_dropout0.1_lr10.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3648	seed_hidden650_batch128_dropout0.1_lr20.0_seed9420	seed_hidden650_batch128_dropout0.1_lr20.0_seed8574	seed_hidden650_batch128_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr10.0_seed8574	seed_hidden650_batch128_dropout0.1_lr10.0_seed9420	seed_hidden650_batch128_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed11230	seed_hidden650_batch128_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.2_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed1010	seed_hidden650_batch64_dropout0.1_lr20.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed44444	seed_hidden650_batch64_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed3648
R__VERB_NOUN_CCONJ_VERB	13	0	plur	uses	wrong	original	They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and	0	True	7477	7	26	They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and use separate utensils to cook . <eos>	-9.62706	-9.08452	-8.91492	-10.1874	-9.48441	-9.82565	-10.3392	-8.56585	-10.4395	-9.17121	-10.0381	-8.15734	-9.97082	-9.69577	-9.16528	-9.87326	-10.5321	-9.55664	-8.36361	-10.4174	-9.57073	-7.52904	-9.93505	-10.64	-8.60681	-8.08362	-10.0029	-10.9745	-8.58724	-9.27458	-9.10296	-9.74272	-8.25362	-9.67988	-9.35934	-11.0099	-10.1205	-12.1224	-9.56546	-8.49645	-10.7493	-11.1259	-10.9351	-9.78553	-12.1719	-9.67381	-10.9129	-10.7871	-9.4079	-9.20468	-9.75889	-9.8096	-10.0097	-9.12033	-9.28508	-9.71831	-10.8428	-8.75959	-7.60822	-10.5091	-9.80427	-8.03612	-9.84092	-10.8558	-9.59024	-8.88274	-9.27203	-5.48429	-6.37534	-9.83565	-10.5546	-9.37315	-11.3511	-9.17062	-9.43763	-9.8217	-9.73866	-9.07711	-9.48602
R__VERB_NOUN_CCONJ_VERB	2	0	plur	go	correct	original	Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and	0	True	11429	7	18	Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return ) <eos>	-4.17223	-5.18829	-3.68896	-5.09403	-4.20566	-3.91689	-4.02322	-4.55983	-4.84858	-3.76966	-3.72136	-4.10815	-3.64435	-3.30171	-4.0927	-4.19239	-4.62141	-2.45006	-2.7152	-3.49762	-4.04584	-4.86049	-3.67215	-4.09961	-3.99793	-3.50677	-4.56888	-2.84175	-4.81243	-3.33818	-4.51601	-3.59437	-2.8772	-3.73885	-5.2491	-4.36752	-3.90705	-3.34914	-3.68478	-3.07113	-3.65392	-4.54934	-3.85995	-4.30802	-3.63415	-5.57564	-3.47645	-3.4566	-3.51831	-3.97302	-2.85887	-3.50875	-4.46202	-3.98088	-4.05532	-4.7167	-4.17958	-3.33154	-6.3164	-3.90187	-3.8011	-3.76163	-4.27822	-4.20023	-4.07169	-3.59684	-3.67384	-3.94027	-3.44513	-3.8776	-4.47349	-3.80259	-3.92497	-3.92828	-5.44267	-3.35009	-4.2752	-3.25384	-3.96234
R__VERB_NOUN_CCONJ_VERB	2	0	plur	goes	wrong	original	Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and	0	True	4325	7	18	Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return ) <eos>	-6.81035	-6.26576	-8.87413	-5.6669	-4.91285	-8.01821	-7.83665	-7.22207	-7.11743	-7.85258	-6.60677	-6.06789	-7.51584	-7.40079	-6.79789	-6.33943	-7.42793	-8.25934	-7.16554	-6.70621	-7.4166	-7.20615	-7.72411	-8.40188	-9.19283	-7.38187	-6.95687	-6.52723	-5.84733	-7.16259	-7.99947	-6.54544	-6.69601	-7.18594	-8.15937	-6.1922	-7.38975	-5.53357	-6.1708	-7.63435	-6.44963	-6.65464	-6.20173	-6.72761	-7.13489	-7.77379	-8.43356	-7.2663	-8.31124	-7.71795	-6.81672	-6.37461	-8.10115	-6.36386	-5.7971	-7.93126	-5.48632	-7.94337	-6.39353	-7.01981	-8.51723	-7.31523	-9.02338	-7.81961	-6.40909	-6.62136	-7.04147	-7.14713	-7.39794	-8.0492	-6.31513	-6.68381	-7.86742	-7.68587	-8.73356	-9.42288	-6.26459	-7.90951	-7.08328
R__VERB_NOUN_CCONJ_VERB	4	2	plur	throw	correct	generated	Keep me hear if you hear any bombings or	0	False	1224	4	9	Keep me hear if you hear any bombings or pay anything educated . <eos>	-11.4666	-10.4579	-10.411	-9.44791	-10.1243	-9.7731	-9.55659	-10.7983	-8.16765	-9.20207	-8.77374	-7.57482	-7.08375	-9.17623	-10.082	-7.95309	-8.87844	-8.89011	-9.30995	-8.48868	-8.36037	-11.3149	-9.37591	-9.07712	-7.79044	-7.80483	-10.056	-9.53286	-8.9548	-8.97872	-9.00932	-9.36264	-8.2199	-9.03472	-8.46541	-9.42624	-10.3618	-8.96354	-10.1267	-8.94319	-8.99655	-9.67798	-10.1844	-8.06919	-8.72515	-8.88783	-9.2861	-8.21483	-8.45191	-9.11875	-11.327	-10.144	-9.98318	-9.6637	-7.95467	-9.60825	-9.32101	-6.84278	-9.60399	-9.71787	-10.0285	-8.44352	-7.86718	-10.2044	-9.30404	-9.75285	-8.93816	-8.66528	-7.87333	-10.9915	-10.1913	-7.90899	-10.8895	-11.1209	-10.1645	-8.51661	-7.34013	-8.08511	-9.05846
R__VERB_NOUN_CCONJ_VERB	4	2	plur	throws	wrong	generated	Keep me hear if you hear any bombings or	0	False	600	4	9	Keep me hear if you hear any bombings or pay anything educated . <eos>	-8.52895	-11.6349	-9.39447	-9.93503	-10.5235	-10.313	-11.1732	-9.30265	-7.96246	-11.1649	-8.6481	-8.14486	-7.84259	-8.83288	-9.56026	-10.0519	-9.41929	-9.65766	-9.43793	-8.37926	-9.15805	-9.88164	-9.95799	-9.48991	-7.46307	-9.55099	-8.48115	-9.34397	-8.92851	-8.7047	-9.36954	-10.074	-10.0768	-8.97893	-9.83928	-11.224	-8.64491	-8.13352	-11.4494	-9.00287	-9.65973	-8.98626	-8.03201	-12.5432	-10.6605	-9.30564	-9.52325	-8.79901	-9.66241	-9.00871	-10.2386	-9.7819	-9.06117	-7.34665	-8.64504	-9.14363	-9.86104	-8.31717	-11.2071	-10.7799	-7.95827	-9.22038	-8.8671	-8.37502	-9.64811	-9.36002	-8.09776	-9.64927	-9.97707	-12.8719	-11.696	-8.33454	-10.3462	-12.148	-10.3491	-8.98074	-7.62552	-8.75939	-10.1416
R__VERB_NOUN_CCONJ_VERB	15	0	sing	says	correct	original	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and	0	True	5308	6	37	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor ... he is the one for you . <eos>	-7.9908	-6.27968	-7.90516	-8.30511	-7.78252	-8.71199	-7.89884	-6.73346	-8.03142	-6.41103	-8.56923	-6.15112	-7.05527	-8.07665	-8.25348	-7.37064	-7.85042	-6.93319	-6.93818	-5.85205	-6.45339	-6.85543	-8.87736	-9.99847	-6.85824	-7.73651	-8.39998	-8.30931	-7.04323	-6.08092	-6.74327	-8.04435	-8.42814	-7.35515	-7.9671	-6.64264	-9.22123	-8.67181	-6.91122	-7.23155	-7.57052	-6.68207	-7.51787	-6.97623	-7.46229	-7.64766	-8.78917	-8.17446	-7.84827	-6.3988	-7.05218	-6.77822	-8.97585	-8.60804	-7.69014	-7.83434	-7.09734	-6.26423	-9.81928	-7.23551	-7.64219	-6.47879	-8.82169	-7.75806	-7.36014	-7.4403	-7.11189	-8.47387	-7.42956	-7.083	-8.1809	-6.01927	-7.38066	-6.84329	-8.07244	-7.17463	-6.44665	-6.86978	-7.75627
R__VERB_NOUN_CCONJ_VERB	15	0	sing	say	wrong	original	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and	0	True	5618	6	37	If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor ... he is the one for you . <eos>	-8.41213	-5.67878	-8.54818	-6.44306	-8.39546	-8.38516	-7.07397	-6.5787	-6.36482	-6.51348	-8.44544	-6.92579	-6.60828	-8.46092	-6.92027	-5.79685	-7.14643	-7.31553	-6.55273	-5.31818	-7.79177	-8.07465	-6.04478	-6.40603	-7.24877	-5.95453	-6.65	-10.1743	-8.67208	-5.70104	-8.58488	-8.30089	-6.16946	-7.33213	-6.7562	-6.09017	-8.69558	-7.48648	-7.09138	-7.65403	-9.05421	-9.95736	-8.81162	-7.43719	-9.09288	-6.61906	-8.07473	-7.08515	-6.76859	-6.98505	-9.78485	-6.27716	-8.99599	-8.38163	-7.29787	-7.11289	-5.57526	-6.77923	-8.79794	-7.79811	-7.93114	-6.65478	-6.93361	-7.53372	-7.71487	-7.60331	-6.55072	-7.41689	-7.45012	-8.85395	-9.1317	-6.95735	-6.19223	-6.28252	-6.31351	-8.46025	-6.09981	-7.62399	-7.48204
R__VERB_NOUN_CCONJ_VERB	8	2	sing	finds	correct	generated	It wants the shuttle for honesty insurance and	0	False	3408	7	8	It wants the shuttle for honesty insurance and reads , “ We are raised that the Circle should not attract with fiscal - jaw worms who see to predict and generate repeatedly and usually in the soldiers , specials , and tires of fascinating transition . ” <eos>	-9.18519	-9.37042	-6.43718	-12.3908	-8.67459	-8.86104	-9.33182	-9.04739	-10.1738	-9.31756	-9.05664	-8.51488	-8.28424	-7.6347	-8.43782	-9.1739	-11.3012	-9.58959	-9.47807	-9.06865	-7.04371	-8.66512	-9.44085	-8.53878	-11.7784	-10.189	-9.64034	-10.0986	-9.8988	-8.82602	-8.14353	-8.03787	-8.79862	-8.72892	-9.93453	-9.01329	-10.7877	-8.84202	-11.9009	-9.01686	-8.94821	-9.68172	-10.1545	-7.55742	-8.42087	-8.58058	-8.41755	-9.08567	-8.37317	-9.25018	-7.92777	-8.87749	-8.28744	-9.89052	-8.83302	-7.53463	-8.44816	-11.91	-9.46624	-7.23395	-9.44116	-10.1384	-7.43622	-9.90591	-10.6571	-9.43946	-8.61925	-10.6893	-8.90873	-8.10075	-8.16275	-9.5192	-8.2873	-8.42993	-10.7149	-8.8757	-7.71551	-9.23281	-9.20695
R__VERB_NOUN_CCONJ_VERB	8	2	sing	find	wrong	generated	It wants the shuttle for honesty insurance and	0	False	10202	7	8	It wants the shuttle for honesty insurance and reads , “ We are raised that the Circle should not attract with fiscal - jaw worms who see to predict and generate repeatedly and usually in the soldiers , specials , and tires of fascinating transition . ” <eos>	-10.4841	-9.53742	-8.57041	-9.52541	-11.1156	-8.61055	-7.94083	-9.79673	-9.65115	-9.68957	-9.74649	-7.66578	-8.79057	-8.20575	-8.95155	-9.18848	-10.3904	-9.64842	-9.35057	-8.93019	-10.9839	-8.0577	-9.01985	-8.5399	-11.0061	-9.13883	-8.22939	-9.48336	-9.73852	-9.56435	-9.77068	-9.20109	-8.69556	-9.7641	-9.9375	-8.62826	-10.2248	-8.0038	-11.1968	-9.15883	-9.71353	-9.6363	-9.07625	-8.81076	-10.6517	-8.99752	-8.88735	-8.66017	-9.49637	-8.98153	-8.08155	-9.07652	-7.96277	-10.281	-9.73288	-8.4346	-9.76916	-8.55248	-10.5772	-8.19277	-10.5831	-10.0671	-9.48123	-11.4557	-10.3056	-9.88126	-10.1493	-8.93908	-9.29525	-9.28887	-9.22235	-9.85845	-9.82565	-8.48993	-9.98871	-8.18186	-8.63815	-10.7658	-8.90195
L__NOUN_VERB_VERB	6	5	plur	enjoy	correct	generated	I continue the sanctions on which I should warn your preference	1	False	1428	8	11	I continue the sanctions on which I should warn your preference oppose : ( a ) Do you sail a surgical height about the meat to weak management rights pushed by Alito Inc ? <eos>	-15.3764	-13.8719	-15.1631	-12.2711	-15.2442	-15.0815	-14.3048	-13.1435	-13.1018	-14.121	-15.771	-14.5146	-14.3848	-15.9522	-14.304	-11.8546	-13.5377	-13.8244	-13.1268	-15.7128	-14.441	-15.8789	-16.0212	-16.848	-14.6208	-12.7316	-14.3857	-14.8753	-13.7823	-14.5658	-14.8932	-15.2207	-14.0203	-13.8105	-13.7557	-17.0713	-13.7963	-12.9496	-14.7356	-13.9061	-14.7111	-15.0257	-16.3291	-16.19	-13.1685	-12.9263	-16.3813	-12.841	-12.2159	-13.3519	-13.6422	-13.7947	-15.7828	-12.9381	-14.1371	-15.4031	-13.9314	-19.0926	-16.123	-13.7642	-15.699	-15.5778	-11.4814	-15.0586	-13.9146	-13.4486	-14.2328	-13.0051	-15.6198	-14.865	-14.2332	-14.6647	-14.3936	-16.8453	-14.092	-13.2877	-13.1437	-13.3594	-14.5168
L__NOUN_VERB_VERB	6	5	plur	enjoys	wrong	generated	I continue the sanctions on which I should warn your preference	1	False	556	8	11	I continue the sanctions on which I should warn your preference oppose : ( a ) Do you sail a surgical height about the meat to weak management rights pushed by Alito Inc ? <eos>	-15.8681	-13.6883	-15.9874	-14.1567	-15.1022	-14.3239	-12.9848	-13.7052	-13.1814	-15.1626	-14.0441	-14.9798	-12.9412	-14.1808	-13.3386	-14.148	-13.8928	-14.5644	-14.9842	-15.5549	-13.9808	-13.3231	-15.3068	-13.9428	-13.6254	-13.7098	-13.4481	-13.736	-14.144	-13.7487	-13.8304	-13.8952	-13.5853	-15.0015	-14.2355	-14.6028	-12.8343	-13.5557	-15.664	-15.1093	-14.2146	-15.8719	-15.207	-14.2399	-14.3897	-14.9038	-15.0742	-15.2099	-13.3077	-13.2739	-14.8553	-13.7676	-15.4383	-13.64	-13.0534	-15.093	-13.8047	-15.1262	-16.4369	-12.0142	-13.9993	-14.137	-14.1284	-15.4779	-15.8648	-14.039	-13.5275	-12.7391	-14.226	-16.0164	-11.9281	-16.1775	-13.7705	-14.9375	-13.1578	-13.6963	-12.8989	-12.5666	-13.9426
L__NOUN_VERB_VERB	5	6	sing	eats	correct	generated	Again , the optimistic adjustment desired for option	0	True	232	4	8	Again , the optimistic adjustment desired for option enables whether our Administrator ( the advanced assault and typically the attorney they refuse to cook ) is or applies not an unknown retail under the grease . <eos>	-17.4356	-17.5346	-16.8215	-17.2537	-16.4173	-16.6215	-17.2982	-16.5871	-16.1201	-17.543	-15.2777	-15.8857	-17.9651	-15.3346	-15.3378	-15.7114	-15.2574	-16.283	-17.2761	-15.0221	-16.8184	-16.9995	-16.3766	-16.7061	-16.0366	-17.0039	-17.6879	-16.0808	-16.4736	-16.8892	-17.0263	-16.4081	-14.947	-16.746	-16.8879	-15.9494	-15.2842	-16.1541	-13.7127	-16.5706	-15.2424	-16.5881	-15.1495	-16.7854	-15.8212	-16.6356	-17.2166	-17.2082	-16.9618	-16.4721	-16.2948	-14.8026	-15.0497	-16.6451	-14.1989	-16.2154	-16.3848	-18.4674	-18.9449	-14.9602	-14.0296	-16.5886	-15.6007	-17.6323	-17.6567	-17.4567	-15.2119	-16.6727	-17.319	-18.9502	-14.6767	-16.899	-15.094	-18.3463	-15.873	-16.1666	-16.1454	-17.3035	-15.5254
L__NOUN_VERB_VERB	5	6	sing	eat	wrong	generated	Again , the optimistic adjustment desired for option	0	True	1652	4	8	Again , the optimistic adjustment desired for option enables whether our Administrator ( the advanced assault and typically the attorney they refuse to cook ) is or applies not an unknown retail under the grease . <eos>	-13.6305	-15.807	-14.1966	-15.3813	-16.5838	-14.1263	-17.3408	-15.6224	-14.5065	-14.8162	-14.0741	-14.4747	-15.4415	-15.4947	-15.7639	-14.9749	-14.6251	-16.3055	-15.5148	-14.8459	-15.836	-14.555	-13.7844	-15.5096	-14.2476	-16.0389	-16.3801	-14.8106	-15.0785	-15.1794	-17.0543	-13.7854	-13.5095	-16.0879	-17.5797	-15.3468	-14.4155	-15.4738	-15.2144	-15.7844	-13.6927	-15.9814	-14.9075	-14.8408	-14.6281	-14.9595	-14.8574	-16.2495	-14.7377	-15.4816	-15.6687	-13.758	-11.8654	-15.8919	-14.103	-15.7106	-15.1666	-16.7408	-16.7621	-13.4235	-13.2931	-14.3558	-14.0436	-16.3902	-16.2173	-15.7238	-15.6777	-15.9932	-13.4334	-17.826	-17.5238	-14.2909	-14.2519	-16.1814	-14.0025	-15.7042	-15.2118	-14.6961	-14.4748
L__NOUN_VERB_VERB	2	7	plur	love	correct	generated	<unk> I do n't thank to the coordination that the waters we describe or become to	1	False	7699	6	16	Whie I do n't thank to the coordination that the waters we describe or become to meet no attitude on our probability ( which I tend is mutually popular ) , it does hear me whenever requirements make out a successful chair of constraints to tighten the river on . <eos>	-8.19532	-10.4554	-7.93774	-8.36502	-7.99495	-7.0432	-5.15905	-7.29725	-7.54539	-6.04392	-6.26442	-5.80518	-7.46713	-8.82912	-8.03616	-7.40749	-7.66929	-7.29682	-7.60097	-6.31139	-6.515	-7.59178	-7.13673	-8.92803	-7.9957	-7.59037	-8.22086	-7.62338	-8.49825	-9.21986	-8.37579	-6.57462	-7.26143	-8.6538	-6.90693	-8.41899	-8.39637	-7.78254	-7.02997	-7.86225	-6.84802	-8.43011	-6.11646	-9.55317	-7.47357	-8.95673	-7.61658	-7.41289	-8.54754	-7.65068	-7.53381	-7.93196	-6.90239	-7.38943	-7.50697	-9.26559	-7.23973	-6.79849	-7.8279	-7.61121	-6.37688	-6.86608	-5.63221	-5.87102	-7.57543	-6.26548	-10.0568	-7.70893	-6.65842	-8.30398	-5.81886	-8.98587	-6.7875	-6.99718	-6.56219	-6.87583	-7.35322	-8.5051	-7.13296
L__NOUN_VERB_VERB	2	7	plur	loves	wrong	generated	<unk> I do n't thank to the coordination that the waters we describe or become to	1	False	648	6	16	Whie I do n't thank to the coordination that the waters we describe or become to meet no attitude on our probability ( which I tend is mutually popular ) , it does hear me whenever requirements make out a successful chair of constraints to tighten the river on . <eos>	-15.0353	-15.4747	-15.0518	-15.4663	-18.1597	-15.6215	-14.9167	-13.3857	-13.5884	-12.8032	-13.4792	-13.4034	-13.8007	-14.2717	-14.6795	-14.6526	-14.514	-13.4275	-14.2691	-12.6408	-14.3209	-14.8168	-14.5196	-16.1867	-13.8819	-12.2712	-15.1531	-14.4293	-16.5992	-14.1235	-14.1188	-14.9569	-14.0582	-13.6592	-11.8638	-18.0144	-15.87	-14.3464	-14.3337	-15.7471	-14.4944	-15.0511	-15.1442	-15.0491	-12.4608	-16.6542	-14.4877	-15.6163	-14.3432	-14.8376	-13.7592	-13.8125	-14.1017	-14.8612	-11.8146	-15.5221	-12.2597	-15.2016	-15.2972	-14.6522	-14.1591	-14.8551	-14.1613	-12.6266	-14.1368	-13.084	-16.5163	-14.7549	-15.4339	-16.658	-13.7201	-13.8948	-12.5306	-13.3166	-14.7903	-13.8609	-13.3991	-15.1248	-13.7641
L__NOUN_VERB_VERB	6	6	plur	address	correct	generated	I tend the corporations on which I should grow your ventilator	1	False	3744	8	11	I tend the corporations on which I should grow your ventilator apologize : ( a ) Do you bless a severe title about the tow to spectacular stream songs referenced by Opera Academy ? <eos>	-12.1351	-12.3716	-11.8822	-11.5279	-17.5454	-10.8265	-12.8717	-12.2588	-12.1488	-13.2505	-11.6309	-11.5891	-11.9405	-13.9382	-13.0729	-11.1484	-13.8298	-10.9235	-13.7545	-10.4825	-10.8611	-10.0232	-12.1261	-14.3579	-14.5919	-12.563	-11.8313	-10.9424	-12.4071	-11.0686	-10.0436	-11.8992	-12.0449	-11.1912	-13.7455	-14.2376	-11.7421	-13.5543	-12.6324	-11.73	-12.9581	-15.2273	-7.6583	-11.2785	-11.3811	-12.9071	-10.2339	-13.5511	-11.3446	-14.6044	-13.88	-10.0177	-11.7881	-11.3763	-14.1293	-12.613	-12.8427	-16.0131	-14.153	-10.1082	-10.5398	-13.2063	-14.4901	-14.3566	-13.9896	-11.9573	-12.4523	-9.8068	-12.7802	-10.8118	-13.0392	-14.2793	-16.4344	-10.495	-14.1385	-11.2765	-10.885	-12.9044	-13.3968
L__NOUN_VERB_VERB	6	6	plur	addresses	wrong	generated	I tend the corporations on which I should grow your ventilator	1	False	938	8	11	I tend the corporations on which I should grow your ventilator apologize : ( a ) Do you bless a severe title about the tow to spectacular stream songs referenced by Opera Academy ? <eos>	-13.6322	-13.6095	-13.4636	-13.1478	-17.2977	-14.9231	-14.5697	-12.6905	-13.8305	-15.0385	-12.3773	-15.0389	-13.0306	-15.0571	-14.7104	-13.6965	-15.0719	-13.1665	-15.4879	-10.0486	-12.8928	-14.486	-11.3873	-14.9034	-15.9172	-14.0256	-12.5306	-11.806	-14.4038	-13.6233	-11.4002	-13.971	-14.2078	-12.5617	-17.1497	-14.2894	-13.236	-12.9585	-14.0276	-12.7165	-14.696	-13.5264	-9.39463	-13.754	-13.2197	-13.2106	-13.3221	-14.8594	-12.4835	-14.1828	-14.9218	-11.4507	-12.237	-13.1231	-14.9345	-14.3903	-16.4871	-15.6185	-15.4886	-11.2547	-13.8754	-12.6926	-14.5438	-16.1849	-13.0706	-14.233	-12.5168	-10.6509	-13.3341	-13.0721	-14.675	-15.8753	-18.9351	-11.5309	-15.9277	-12.7892	-13.1445	-14.6014	-14.7583
L__NOUN_VERB_VERB	12	5	plur	indicate	correct	generated	Amazing duties that perhaps would sail	1	False	2836	5	6	Amazing duties that perhaps would sail intend ft , disability , Darla soda and some rebels of stairs . <eos>	-12.1754	-11.0527	-9.77066	-10.5149	-13.687	-10.6005	-12.0254	-12.1387	-11.213	-9.6654	-12.5194	-13.012	-9.90777	-14.4016	-13.7623	-11.6112	-11.9314	-12.554	-10.9058	-10.2869	-12.265	-11.0597	-11.7371	-12.009	-11.4476	-12.6637	-10.7179	-10.0349	-11.159	-11.8993	-11.8363	-10.3128	-13.1243	-10.7831	-11.7535	-9.59255	-11.2851	-11.2355	-12.8416	-10.9887	-12.02	-9.93172	-11.1103	-13.2631	-12.9892	-12.8295	-10.0308	-10.5604	-14.2862	-11.6184	-10.6233	-11.5059	-13.4515	-12.7203	-12.1487	-10.1665	-10.8053	-12.2617	-12.2596	-11.6052	-10.5103	-10.042	-11.9418	-14.4953	-9.49187	-9.98691	-10.5939	-11.3102	-13.0578	-14.615	-10.2727	-12.7577	-12.1378	-9.29453	-11.9039	-12.676	-12.889	-12.5228	-12.675
L__NOUN_VERB_VERB	12	5	plur	indicates	wrong	generated	Amazing duties that perhaps would sail	1	False	1984	5	6	Amazing duties that perhaps would sail intend ft , disability , Darla soda and some rebels of stairs . <eos>	-14.0978	-13.6608	-10.7779	-12.4706	-16.0189	-13.9922	-14.6236	-11.6294	-12.3604	-10.1251	-13.2755	-14.7856	-11.5897	-14.3469	-14.9006	-14.4245	-14.2053	-13.7931	-11.7532	-12.2374	-12.7419	-12.4411	-13.5416	-14.8217	-12.6471	-14.8412	-11.7054	-12.3176	-14.2775	-12.7563	-12.5745	-12.2416	-14.5016	-12.0504	-12.7584	-12.7485	-12.4501	-12.3862	-14.0092	-13.2576	-11.8568	-13.1483	-12.5736	-16.1412	-14.5556	-13.5764	-13.4764	-11.584	-15.8128	-14.0056	-12.921	-12.1818	-17.1783	-13.614	-14.8565	-12.1758	-13.139	-15.3679	-13.2603	-13.9225	-13.2038	-12.113	-13.1681	-16.0101	-11.5106	-13.3178	-15.2857	-11.5669	-13.8979	-14.7228	-12.2483	-14.6492	-14.4768	-12.4805	-13.4327	-14.8887	-13.2424	-13.3727	-13.942
