pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0
L__NOUN_VERB_VERB	24	2	plur	relates	wrong	generated	Programs who seem these adults	0	False	782	5	5	Programs who seem these adults begin at the ideology entirely ; and it 's defensive to put they are unconnected and dead to grab no if they die there would commit a phenomenon . <eos>	-11.0205	-11.6773	-12.4507	-12.8321	-10.4365	-12.4442	-10.6267	-12.7432	-12.849	-12.2793	-12.5605	-12.2133	-11.9396	-11.5876	-10.8611	-11.1536	-13.2692	-13.6976	-10.9522	-11.5606	-12.4124	-12.5878	-11.4287	-12.4082
L__NOUN_VERB_VERB	8	8	sing	sees	correct	generated	Actually adjust your hens to meet this obviously to their references , and still abroad , so that the difficulty to deserve her	0	True	2251	4	23	Actually adjust your hens to meet this obviously to their references , and still abroad , so that the difficulty to deserve her gives approximately . <eos>	-11.0205	-11.0217	-11.9295	-10.7542	-10.5973	-10.1636	-9.762	-10.8884	-9.97447	-10.4251	-9.62217	-9.5164	-12.8797	-9.47959	-12.3855	-11.4233	-10.2086	-9.73592	-10.4008	-10.2212	-9.21052	-10.254	-10.6506	-10.9718
L__NOUN_VERB_VERB	8	8	sing	see	wrong	generated	Actually adjust your hens to meet this obviously to their references , and still abroad , so that the difficulty to deserve her	0	True	15996	4	23	Actually adjust your hens to meet this obviously to their references , and still abroad , so that the difficulty to deserve her gives approximately . <eos>	-9.87413	-9.43863	-8.00552	-9.46956	-6.77332	-9.46609	-8.80483	-9.08906	-9.26555	-9.55911	-9.62479	-9.56621	-7.90671	-8.07908	-10.7868	-9.30717	-10.3063	-9.67918	-9.86556	-8.65735	-9.54596	-9.17422	-12.9351	-9.18373
R__VERB_NOUN_CCONJ_VERB	2	7	plur	refer	correct	generated	Forces indeed : Rahman twenty through Atta thousand ( obtaining you pay on the wasp we hear and	0	True	7025	7	18	Forces indeed : Rahman twenty through Atta thousand ( obtaining you pay on the wasp we hear and hear willingly to conspiracy the rejection after we spend ) <eos>	-10.1224	-10.7968	-9.19352	-9.53285	-9.94245	-10.118	-10.4222	-9.29743	-11.0085	-10.7383	-10.0175	-10.1013	-10.7864	-11.7929	-12.0095	-13.0475	-10.7059	-8.69565	-9.81589	-10.3739	-9.12717	-10.7363	-9.15371	-12.9594
R__VERB_NOUN_CCONJ_VERB	2	7	plur	refers	wrong	generated	Forces indeed : Rahman twenty through Atta thousand ( obtaining you pay on the wasp we hear and	0	True	4467	7	18	Forces indeed : Rahman twenty through Atta thousand ( obtaining you pay on the wasp we hear and hear willingly to conspiracy the rejection after we spend ) <eos>	-10.668	-10.8789	-9.99165	-10.2772	-11.6685	-10.549	-11.0155	-9.46007	-11.7858	-10.9536	-10.4155	-11.6994	-10.8565	-10.9566	-10.6082	-11.7541	-11.6999	-10.9014	-11.6446	-9.77093	-10.387	-10.4615	-8.93396	-12.103
R__VERB_NOUN_CCONJ_VERB	0	5	plur	make	correct	generated	Mechanics pose the investment but	0	False	24608	4	5	Mechanics pose the investment but pick her glaring predator and the moon demonstrates . <eos>	-5.69277	-7.82062	-6.72898	-6.26403	-7.83169	-5.59328	-5.82809	-5.7871	-6.97935	-6.59882	-6.121	-6.16212	-6.5112	-6.67097	-7.85626	-8.76386	-6.93351	-6.02237	-7.61669	-7.862	-6.65426	-5.46547	-9.97618	-6.72057
R__VERB_NOUN_CCONJ_VERB	0	5	plur	makes	wrong	generated	Mechanics pose the investment but	0	False	7718	4	5	Mechanics pose the investment but pick her glaring predator and the moon demonstrates . <eos>	-6.93965	-9.62535	-7.44225	-6.81829	-7.2748	-6.69201	-8.12669	-6.87736	-7.88096	-8.77703	-7.02875	-6.6903	-6.68835	-8.06417	-7.61151	-8.78247	-6.5389	-6.84532	-6.7962	-6.86951	-6.04125	-6.9366	-8.29616	-7.69271
L__NOUN_VERB_VERB	15	0	sing	is	correct	original	The only way to know for sure	0	False	649202	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>	-1.55805	-2.74566	-1.7545	-1.5766	-1.97869	-1.64295	-1.67084	-1.54189	-2.25568	-1.7009	-2.27448	-2.85576	-1.63378	-1.22059	-0.990632	-3.35426	-1.64462	-1.68119	-3.00867	-2.785	-2.41623	-2.22776	-3.59009	-3.15745
L__NOUN_VERB_VERB	15	0	sing	are	wrong	original	The only way to know for sure	0	False	261453	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>	-5.84506	-4.06686	-4.59732	-5.37546	-5.41206	-4.09254	-5.72698	-5.93174	-3.70843	-3.82191	-5.5022	-4.1768	-6.16363	-4.39381	-6.1973	-6.18725	-5.62051	-4.92337	-5.59494	-4.35332	-6.35405	-6.18164	-4.86522	-4.20134
R__VERB_NOUN_CCONJ_VERB	2	6	plur	manage	correct	generated	Ladies initially : Jeremy two through Electoral three ( expanding you manage on the purpose we listen and	0	True	1680	7	18	Ladies initially : Jeremy two through Electoral three ( expanding you manage on the purpose we listen and recommend rarely to thread the cat after we listen ) <eos>	-8.21784	-8.63792	-8.75331	-8.67693	-8.09648	-8.5548	-9.24468	-8.80124	-7.65491	-8.51172	-9.61327	-9.47356	-8.35233	-9.29998	-9.13949	-8.60479	-10.4017	-8.50431	-7.97574	-9.51911	-8.71087	-8.40764	-10.4927	-11.9264
R__VERB_NOUN_CCONJ_VERB	2	6	plur	manages	wrong	generated	Ladies initially : Jeremy two through Electoral three ( expanding you manage on the purpose we listen and	0	True	1105	7	18	Ladies initially : Jeremy two through Electoral three ( expanding you manage on the purpose we listen and recommend rarely to thread the cat after we listen ) <eos>	-9.57119	-8.96681	-9.75459	-8.9706	-7.66814	-8.81764	-9.49673	-9.29834	-9.18782	-9.38725	-9.46755	-9.22872	-9.18068	-9.69129	-8.95268	-8.54191	-9.62128	-8.51832	-8.38713	-8.77488	-8.68455	-9.31001	-12.8932	-9.56871
R__VERB_NOUN_CCONJ_VERB	14	5	sing	compares	correct	generated	The first television you require whenever you exist on guest explains that the city minister solely writes out the duty and	0	False	320	5	21	The first television you require whenever you exist on guest explains that the city minister solely writes out the duty and sucks into the month knee . <eos>	-12.9477	-12.2524	-11.735	-11.5718	-10.6112	-11.6895	-11.0049	-11.4804	-10.3864	-12.6543	-11.9589	-12.886	-10.802	-12.7202	-10.6787	-11.8401	-12.1773	-11.6512	-12.1962	-10.6824	-11.2826	-11.0839	-15.2933	-12.9246
R__VERB_NOUN_CCONJ_VERB	14	5	sing	compare	wrong	generated	The first television you require whenever you exist on guest explains that the city minister solely writes out the duty and	0	False	692	5	21	The first television you require whenever you exist on guest explains that the city minister solely writes out the duty and sucks into the month knee . <eos>	-10.3316	-10.7996	-9.88063	-9.3184	-10.8453	-10.7958	-11.2079	-9.81893	-10.1978	-11.7944	-10.3109	-9.47391	-9.65982	-10.6641	-11.3262	-9.89718	-9.49795	-10.601	-10.4152	-11.7209	-10.1592	-10.1781	-13.7295	-10.2436
L__NOUN_VERB_VERB	18	5	sing	enjoys	correct	generated	The annoying corporate degree I have registered	0	False	556	4	7	The annoying corporate degree I have registered objects that in the luncheon of Osama eighteen teacher of the mold is apparently traced in the turkey the moon before the vet , this stuff communicated after the substantial magazine . <eos>	-13.8737	-15.3109	-13.9822	-13.5241	-13.7268	-13.6839	-15.1473	-14.7976	-12.7318	-12.9171	-13.0296	-13.4697	-15.2916	-15.9837	-13.9775	-13.673	-14.2232	-14.5213	-15.9001	-13.1968	-14.6595	-13.8337	-13.5104	-14.3242
L__NOUN_VERB_VERB	18	5	sing	enjoy	wrong	generated	The annoying corporate degree I have registered	0	False	1428	4	7	The annoying corporate degree I have registered objects that in the luncheon of Osama eighteen teacher of the mold is apparently traced in the turkey the moon before the vet , this stuff communicated after the substantial magazine . <eos>	-13.4404	-17.0653	-13.61	-14.4679	-14.9417	-14.9226	-14.4892	-14.1133	-12.8294	-13.4138	-13.3006	-15.3962	-15.3766	-17.0019	-13.6075	-15.077	-15.7378	-13.8354	-14.2273	-16.9992	-15.2849	-13.2763	-10.9572	-14.8658
L__NOUN_VERB_VERB	10	6	sing	exists	correct	generated	The healthy personality I provided this rock	0	False	2907	5	7	The healthy personality I provided this rock exists to add anyone leading this if they believe of some teacher I can prove bless a visitor to this Shuttle Deal . <eos>	-11.2003	-11.3929	-9.36828	-11.6229	-10.8681	-10.2987	-11.3333	-11.2304	-12.4462	-10.7115	-9.86397	-12.0974	-11.3336	-8.59056	-9.5244	-12.6376	-11.0143	-10.4104	-12.713	-9.80829	-9.14459	-11.4799	-9.15892	-11.6155
L__NOUN_VERB_VERB	10	6	sing	exist	wrong	generated	The healthy personality I provided this rock	0	False	5079	5	7	The healthy personality I provided this rock exists to add anyone leading this if they believe of some teacher I can prove bless a visitor to this Shuttle Deal . <eos>	-14.1864	-12.6533	-12.3021	-15.414	-12.3523	-13.2657	-12.3462	-14.0079	-12.2125	-12.6256	-12.6365	-13.6096	-13.963	-12.1852	-11.9083	-12.888	-13.4848	-12.1442	-14.4185	-11.2554	-12.2192	-13.3523	-10.9324	-11.5459
L__NOUN_VERB_VERB	17	0	sing	is	correct	original	The main thing people do there	1	False	649202	4	6	The main thing people do there is go to the beach . <eos>	-1.27308	-0.531708	-0.519394	-0.558291	-0.597525	-0.486987	-1.62263	-0.590175	-1.12109	-0.828116	-0.926517	-0.722849	-1.20317	-0.286093	-1.88124	-1.39801	-0.880711	-0.650191	-0.921729	-1.28703	-0.829824	-0.913355	-2.91342	-0.86016
L__NOUN_VERB_VERB	17	0	sing	are	wrong	original	The main thing people do there	1	False	261453	4	6	The main thing people do there is go to the beach . <eos>	-2.29279	-2.19484	-2.92642	-2.48983	-1.83887	-2.10446	-0.860834	-1.64657	-1.64795	-1.73457	-1.51247	-2.10043	-1.9984	-3.14626	-2.18698	-2.27395	-1.54682	-2.01395	-1.68241	-2.25036	-1.3546	-1.38184	-3.19279	-1.56224
R__VERB_NOUN_CCONJ_VERB	14	3	sing	relates	correct	generated	The first pig you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and	0	False	782	5	21	The first pig you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and seems into the sensitivity shame . <eos>	-12.5623	-10.21	-11.7486	-12.0527	-11.33	-10.6595	-10.3438	-10.1045	-10.6688	-11.3887	-11.2205	-11.1808	-11.879	-11.5248	-12.177	-11.3864	-10.5596	-9.28679	-11.5542	-12.3212	-10.6797	-10.7313	-11.3857	-12.7161
R__VERB_NOUN_CCONJ_VERB	14	3	sing	relate	wrong	generated	The first pig you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and	0	False	685	5	21	The first pig you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and seems into the sensitivity shame . <eos>	-10.7077	-10.9752	-10.3929	-10.2493	-10.8394	-9.50176	-11.404	-11.1996	-10.5431	-10.983	-11.3237	-11.4092	-9.33794	-11.418	-10.5739	-11.0886	-10.765	-9.97618	-11.5539	-12.0684	-11.2714	-11.1811	-13.4686	-11.6229
L__NOUN_VERB_VERB	8	5	sing	throws	correct	generated	Otherwise ensure your peoples to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her	0	True	600	4	23	Otherwise ensure your peoples to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her takes appropriately . <eos>	-13.9329	-13.8661	-15.0779	-13.8939	-13.4378	-14.0002	-12.047	-12.8218	-14.4321	-14.6958	-13.5571	-11.8057	-14.3257	-13.6343	-12.7865	-13.3221	-14.7693	-12.9235	-12.4597	-12.0702	-12.1874	-12.9996	-13.7207	-12.5533
L__NOUN_VERB_VERB	8	5	sing	throw	wrong	generated	Otherwise ensure your peoples to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her	0	True	1224	4	23	Otherwise ensure your peoples to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her takes appropriately . <eos>	-11.5776	-9.85737	-11.4934	-11.3219	-11.9242	-12.0979	-11.0633	-10.9496	-11.4958	-13.5517	-11.0531	-9.14908	-11.7945	-10.8868	-11.1634	-11.8229	-13.1041	-11.3816	-11.995	-10.3018	-11.27	-11.4154	-11.4625	-10.5623
L__NOUN_VERB_VERB	3	5	sing	loses	correct	generated	I decide the notch you began to me	0	False	817	5	8	I decide the notch you began to me leaves to the Tiffany McDonald at Atlanta ( maintained in Superfund ) . <eos>	-15.0599	-14.5326	-14.5537	-14.5817	-15.0059	-15.324	-15.3625	-15.4118	-13.6232	-14.0027	-15.0986	-13.9901	-15.9789	-13.1165	-14.7409	-13.6733	-14.1013	-15.0777	-14.843	-12.6398	-15.3372	-14.0762	-14.2749	-13.1173
L__NOUN_VERB_VERB	3	5	sing	lose	wrong	generated	I decide the notch you began to me	0	False	2313	5	8	I decide the notch you began to me leaves to the Tiffany McDonald at Atlanta ( maintained in Superfund ) . <eos>	-9.33467	-8.62461	-9.75441	-8.82231	-10.0874	-9.26065	-9.8102	-9.33711	-8.45399	-8.18136	-9.2832	-9.4472	-10.2753	-11.1092	-11.5187	-8.50603	-9.29104	-9.96204	-9.7425	-7.77844	-8.60697	-9.89332	-10.9813	-8.29498
L__NOUN_VERB_VERB	21	8	sing	includes	correct	generated	The unable forthcoming hospitality that he deserves	1	False	10564	4	7	The unable forthcoming hospitality that he deserves intends that he strongly sees his prisoners and necessarily writes diplomatic with his northeastern wasp . <eos>	-13.7523	-10.4478	-11.2431	-10.4242	-10.3206	-10.6899	-10.6457	-11.5448	-10.1532	-11.1078	-10.9401	-12.0361	-12.3722	-9.8639	-11.3858	-11.2356	-9.12158	-10.0562	-9.9687	-9.40313	-10.9537	-10.7697	-7.03561	-9.29946
L__NOUN_VERB_VERB	21	8	sing	include	wrong	generated	The unable forthcoming hospitality that he deserves	1	False	24625	4	7	The unable forthcoming hospitality that he deserves intends that he strongly sees his prisoners and necessarily writes diplomatic with his northeastern wasp . <eos>	-10.2017	-10.0785	-9.0619	-10.9267	-11.1963	-10.5368	-10.0291	-10.5573	-9.01568	-9.33365	-9.50836	-12.8669	-11.6124	-11.1069	-10.4398	-10.7309	-9.21359	-9.97031	-9.1407	-9.73325	-10.7948	-9.45861	-7.83597	-11.3363
L__NOUN_VERB_VERB	10	1	sing	enjoys	correct	generated	The stressful landlord I hired this master	0	False	556	5	7	The stressful landlord I hired this master accuses to oppose anyone hoping this if they laugh of some cooperation I can fill satisfy a chairman to this Support Performance . <eos>	-12.1527	-12.0038	-12.997	-10.8522	-11.119	-14.0448	-13.1939	-13.2903	-10.7019	-15.7968	-12.7136	-10.0648	-13.1029	-13.9257	-13.3721	-12.6315	-11.2591	-12.7702	-14.4171	-10.7284	-12.8635	-13.6168	-14.2661	-11.7511
L__NOUN_VERB_VERB	10	1	sing	enjoy	wrong	generated	The stressful landlord I hired this master	0	False	1428	5	7	The stressful landlord I hired this master accuses to oppose anyone hoping this if they laugh of some cooperation I can fill satisfy a chairman to this Support Performance . <eos>	-14.5066	-12.2289	-14.5254	-13.664	-12.4781	-14.3031	-11.1647	-13.2223	-12.9444	-13.8599	-13.5348	-12.5303	-13.5004	-15.6746	-13.2477	-12.7672	-12.6905	-14.0133	-14.1971	-12.6288	-14.0477	-14.7785	-12.6363	-12.8371
R__VERB_NOUN_CCONJ_VERB	5	7	plur	represent	correct	generated	Follow me predict if you put any publications or	0	False	4307	4	9	Follow me predict if you put any publications or thank anything impenetrable . <eos>	-10.1687	-10.8832	-11.0723	-9.64341	-9.33286	-10.7174	-9.57299	-9.17475	-9.65812	-9.63401	-9.7438	-9.21496	-10.096	-12.232	-9.83992	-10.4382	-11.0266	-9.09043	-9.60341	-8.48212	-10.4332	-9.55729	-9.84821	-9.63646
R__VERB_NOUN_CCONJ_VERB	5	7	plur	represents	wrong	generated	Follow me predict if you put any publications or	0	False	2926	4	9	Follow me predict if you put any publications or thank anything impenetrable . <eos>	-10.7982	-11.313	-11.4089	-11.785	-11.7324	-12.3949	-11.7293	-11.3684	-10.7604	-11.3809	-11.313	-11.6889	-10.5967	-13.2922	-11.2527	-12.8677	-12.2474	-10.6763	-11.7752	-10.6709	-11.9646	-11.6905	-9.14485	-12.043
L__NOUN_VERB_VERB	10	2	sing	enters	correct	generated	The critical testimony I planned this chocolate	0	False	1492	5	7	The critical testimony I planned this chocolate accuses to add anyone failing this if they represent of some comfort I can monitor suggest a curtain to this Today Cage . <eos>	-11.0644	-13.793	-12.369	-11.9005	-11.5914	-11.5647	-11.6993	-12.1181	-13.5085	-13.3378	-11.5843	-11.4476	-11.5537	-13.9364	-12.0178	-11.5505	-10.1826	-12.2183	-13.3281	-11.4838	-12.1424	-11.8192	-11.2902	-14.3858
L__NOUN_VERB_VERB	10	2	sing	enter	wrong	generated	The critical testimony I planned this chocolate	0	False	3610	5	7	The critical testimony I planned this chocolate accuses to add anyone failing this if they represent of some comfort I can monitor suggest a curtain to this Today Cage . <eos>	-12.4151	-12.8277	-14.1122	-13.3746	-11.9113	-13.5656	-11.935	-13.3835	-11.5811	-12.7834	-12.3595	-12.3331	-13.6962	-12.7121	-12.7242	-11.0304	-12.3521	-13.6827	-13.133	-12.7279	-12.6859	-13.2324	-11.5077	-12.0804
R__VERB_NOUN_CCONJ_VERB	0	2	plur	demonstrate	correct	generated	Commissioners decide the advertising but	0	False	1226	4	5	Commissioners decide the advertising but develop her delicate driver and the surplus supports . <eos>	-10.671	-12.1094	-11.5849	-11.4126	-9.87021	-11.1818	-9.9708	-10.6105	-10.3616	-11.1671	-11.2007	-10.0582	-10.6771	-11.4769	-12.0708	-11.4222	-10.4452	-11.6632	-10.9408	-10.9417	-11.2547	-10.8911	-13.0263	-9.97975
R__VERB_NOUN_CCONJ_VERB	0	2	plur	demonstrates	wrong	generated	Commissioners decide the advertising but	0	False	529	4	5	Commissioners decide the advertising but develop her delicate driver and the surplus supports . <eos>	-9.70249	-10.9802	-11.5474	-11.1243	-11.458	-11.6282	-10.0506	-11.8498	-11.0987	-12.0266	-11.767	-8.9797	-10.216	-10.9411	-10.6226	-11.1128	-11.674	-11.8231	-11.2541	-8.77373	-12.8353	-11.497	-12.9457	-10.2051
L__NOUN_VERB_VERB	13	9	sing	operates	correct	generated	"Because of the phone that his potable flower with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise"	0	True	3023	5	37	"Because of the phone that his potable flower with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise enjoys why you 're beautiful utterly "" and threw restrictions to the "" Kerry Warren "" cup ranging that "" totally he handled Judicial tensions to reflect reportedly dangerous as a terror "" . <eos>"	-17.797	-18.1924	-14.239	-17.6603	-17.6408	-15.3571	-16.2314	-16.3493	-15.6692	-15.9589	-17.0269	-16.3923	-15.6945	-13.4043	-18.4781	-18.1776	-16.507	-14.7992	-17.0089	-16.9215	-15.7746	-17.4219	-8.99001	-14.7297
L__NOUN_VERB_VERB	13	9	sing	operate	wrong	generated	"Because of the phone that his potable flower with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise"	0	True	3809	5	37	"Because of the phone that his potable flower with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise enjoys why you 're beautiful utterly "" and threw restrictions to the "" Kerry Warren "" cup ranging that "" totally he handled Judicial tensions to reflect reportedly dangerous as a terror "" . <eos>"	-15.9618	-14.812	-14.5057	-15.1509	-15.2777	-15.221	-15.431	-14.3968	-14.3263	-15.7645	-15.4729	-15.2636	-15.5281	-15.1267	-18.2056	-16.3122	-15.6463	-14.3136	-16.3058	-15.9516	-14.1441	-15.8882	-9.4546	-13.909
L__NOUN_VERB_VERB	19	3	plur	indicate	correct	generated	the absurd chores we meet in our radar	1	False	2836	6	8	the absurd chores we meet in our radar expect ; we lose region plate for easter , stream fantasy and ceiling - clan for Leach . <eos>	-10.4162	-9.44618	-12.4411	-9.71195	-8.43829	-9.39621	-8.24549	-7.15799	-9.11179	-9.391	-8.52078	-11.5335	-9.30668	-7.6626	-9.36975	-12.0813	-7.48918	-8.2073	-8.9733	-11.1853	-8.21006	-7.55222	-9.15778	-10.0782
L__NOUN_VERB_VERB	19	3	plur	indicates	wrong	generated	the absurd chores we meet in our radar	1	False	1984	6	8	the absurd chores we meet in our radar expect ; we lose region plate for easter , stream fantasy and ceiling - clan for Leach . <eos>	-10.9387	-9.46411	-13.0106	-11.9618	-9.10143	-8.56142	-11.3026	-9.58318	-9.86221	-9.12329	-9.09373	-12.0627	-12.7377	-11.4097	-10.6116	-12.0156	-8.55161	-9.34786	-9.77192	-9.95981	-8.90695	-9.0278	-9.6645	-9.62064
