pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr10.0
R__VERB_NOUN_CCONJ_VERB	4	7	plur	deserves	wrong	generated	Stay me censor if you meet any submarines or	0	False	198	4	9	Stay me censor if you meet any submarines or dislike anything accurate . <eos>	-13.953
L__NOUN_VERB_VERB	14	8	sing	fits	correct	generated	A Thanksgiving mosque assured in Ray five	0	False	368	5	7	"A Thanksgiving mosque assured in Ray five feels , "" Due to its speech astride the Harris Lounge , Essex has precisely been a bridge to the Product . <eos>"	-12.9658
L__NOUN_VERB_VERB	14	8	sing	fit	wrong	generated	A Thanksgiving mosque assured in Ray five	0	False	2617	5	7	"A Thanksgiving mosque assured in Ray five feels , "" Due to its speech astride the Harris Lounge , Essex has precisely been a bridge to the Product . <eos>"	-15.6451
R__VERB_NOUN_CCONJ_VERB	10	7	plur	deliver	correct	generated	You understand the television and	0	False	1395	4	5	You understand the television and tolerate corporation prosecution into the sentiment . <eos>	-10.3827
R__VERB_NOUN_CCONJ_VERB	10	7	plur	delivers	wrong	generated	You understand the television and	0	False	332	4	5	You understand the television and tolerate corporation prosecution into the sentiment . <eos>	-10.9833
L__NOUN_VERB_VERB	20	5	sing	admits	correct	generated	The impressionist treatment I took actually from them in the first clan	0	False	637	10	12	The impressionist treatment I took actually from them in the first clan agrees because my horrible patience who admitted with them was sending out on his unhappy . <eos>	-13.1463
L__NOUN_VERB_VERB	20	5	sing	admit	wrong	generated	The impressionist treatment I took actually from them in the first clan	0	False	722	10	12	The impressionist treatment I took actually from them in the first clan agrees because my horrible patience who admitted with them was sending out on his unhappy . <eos>	-15.6286
R__VERB_NOUN_CCONJ_VERB	10	8	plur	provide	correct	generated	You appreciate the strife and	0	False	12768	4	5	You appreciate the strife and seek wire billing into the trafficking . <eos>	-9.42414
R__VERB_NOUN_CCONJ_VERB	10	8	plur	provides	wrong	generated	You appreciate the strife and	0	False	7409	4	5	You appreciate the strife and seek wire billing into the trafficking . <eos>	-11.1187
L__NOUN_VERB_VERB	19	1	plur	assume	correct	generated	the arrogant laptops we pale in our hibernation	1	False	1201	6	8	the arrogant laptops we pale in our hibernation agree ; we meet journalist magnitude for easter , pregnancy culture and nausea - language for Manson . <eos>	-10.3485
L__NOUN_VERB_VERB	19	1	plur	assumes	wrong	generated	the arrogant laptops we pale in our hibernation	1	False	647	6	8	the arrogant laptops we pale in our hibernation agree ; we meet journalist magnitude for easter , pregnancy culture and nausea - language for Manson . <eos>	-12.2142
R__VERB_NOUN_CCONJ_VERB	10	4	plur	serve	correct	generated	You exist the membership and	0	False	7238	4	5	You exist the membership and deserve crowd forum into the pleasure . <eos>	-8.01475
R__VERB_NOUN_CCONJ_VERB	10	4	plur	serves	wrong	generated	You exist the membership and	0	False	4701	4	5	You exist the membership and deserve crowd forum into the pleasure . <eos>	-10.2533
R__VERB_NOUN_CCONJ_VERB	8	6	sing	flies	correct	generated	It represents the chase for liability equity and	0	False	692	7	8	It represents the chase for liability equity and demonstrates , “ We are delivered that the Thursday should not impose with concerned - philosophy destinations who pale to suffer and greet gently and utterly in the cleaners , lines , and parents of slick rejection . ” <eos>	-13.8266
R__VERB_NOUN_CCONJ_VERB	8	6	sing	fly	wrong	generated	It represents the chase for liability equity and	0	False	2198	7	8	It represents the chase for liability equity and demonstrates , “ We are delivered that the Thursday should not impose with concerned - philosophy destinations who pale to suffer and greet gently and utterly in the cleaners , lines , and parents of slick rejection . ” <eos>	-13.5458
L__NOUN_VERB_VERB	15	4	sing	intends	correct	generated	The overcrowded parking to contradict for religious	0	False	341	5	7	The overcrowded parking to contradict for religious identifies to hang fifty , or your mode mother budget default , and enjoy . <eos>	-14.7624
L__NOUN_VERB_VERB	15	4	sing	intend	wrong	generated	The overcrowded parking to contradict for religious	0	False	327	5	7	The overcrowded parking to contradict for religious identifies to hang fifty , or your mode mother budget default , and enjoy . <eos>	-14.9251
L__NOUN_VERB_VERB	7	4	sing	shows	correct	generated	Can you enter that the device we are giving	0	False	10751	4	9	Can you enter that the device we are giving dies toward a stupid and hopeful balcony ? <eos>	-10.178
L__NOUN_VERB_VERB	7	4	sing	show	wrong	generated	Can you enter that the device we are giving	0	False	26893	4	9	Can you enter that the device we are giving dies toward a stupid and hopeful balcony ? <eos>	-11.4519
L__NOUN_VERB_VERB	10	7	sing	offers	correct	generated	The civil notion I met this globe	0	False	5191	5	7	The civil notion I met this globe involves to engage anyone stating this if they put of some nausea I can forget squeeze a kitten to this Section Golden . <eos>	-9.42931
L__NOUN_VERB_VERB	10	7	sing	offer	wrong	generated	The civil notion I met this globe	0	False	5822	5	7	The civil notion I met this globe involves to engage anyone stating this if they put of some nausea I can forget squeeze a kitten to this Section Golden . <eos>	-12.6772
L__NOUN_VERB_VERB	13	3	sing	attacks	correct	generated	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent"	0	True	5512	5	37	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent objects whenever you 're necessary appropriately "" and brought fights to the "" Boy Vietnam "" pipe forming that "" super he sat Philippine sandwiches to prefer just nuclear as a gym "" . <eos>"	-14.168
L__NOUN_VERB_VERB	13	3	sing	attack	wrong	generated	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent"	0	True	11547	5	37	"Because of the territory that his nervous nightmare with Cargill EPA had contained him , he learned snakes surprising as : "" You can reflect a factor and a dad , eight pie you ca n't represent objects whenever you 're necessary appropriately "" and brought fights to the "" Boy Vietnam "" pipe forming that "" super he sat Philippine sandwiches to prefer just nuclear as a gym "" . <eos>"	-13.7589
R__VERB_NOUN_CCONJ_VERB	15	3	sing	leaves	correct	generated	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and	0	True	4475	6	37	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and seems they apologize what you throw , whenever they will not make for you , destroy to this foreigner ... he is the inch for you . <eos>	-6.70913
R__VERB_NOUN_CCONJ_VERB	15	3	sing	leave	wrong	generated	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and	0	True	7404	6	37	If you laugh a liver who will miss to you and manipulate he will accept and then disappear his welfare , and not recreate what he is bleeding about whenever he defeats carriers at easy fixtures and seems they apologize what you throw , whenever they will not make for you , destroy to this foreigner ... he is the inch for you . <eos>	-7.53601
L__NOUN_VERB_VERB	5	5	sing	explains	correct	generated	Unfortunately , the universal eye controlled for expression	0	True	1823	4	8	Unfortunately , the universal eye controlled for expression uses whether our Amendment ( the essential option and wholly the item they manage to foresee ) is or involves not an unacceptable loading under the tire . <eos>	-11.6584
L__NOUN_VERB_VERB	5	5	sing	explain	wrong	generated	Unfortunately , the universal eye controlled for expression	0	True	2136	4	8	Unfortunately , the universal eye controlled for expression uses whether our Amendment ( the essential option and wholly the item they manage to foresee ) is or involves not an unacceptable loading under the tire . <eos>	-15.2543
R__VERB_NOUN_CCONJ_VERB	0	6	plur	smell	correct	generated	Forces make the ear but	0	False	493	4	5	Forces make the ear but pose her rude spin and the weight belongs . <eos>	-8.89977
R__VERB_NOUN_CCONJ_VERB	0	6	plur	smells	wrong	generated	Forces make the ear but	0	False	85	4	5	Forces make the ear but pose her rude spin and the weight belongs . <eos>	-11.8471
L__NOUN_VERB_VERB	24	2	plur	believe	correct	generated	Parties who come these options	0	False	5091	5	5	Parties who come these options provide at the attachment onboard ; and it 's major to pour they are ordinary and maritime to bless no if they seek there would throw a beak . <eos>	-7.8054
L__NOUN_VERB_VERB	24	2	plur	believes	wrong	generated	Parties who come these options	0	False	2058	5	5	Parties who come these options provide at the attachment onboard ; and it 's major to pour they are ordinary and maritime to bless no if they seek there would throw a beak . <eos>	-9.9989
L__NOUN_VERB_VERB	5	3	sing	attacks	correct	generated	Ever , the obsessed aim suspected for appetite	0	True	5512	4	8	Ever , the obsessed aim suspected for appetite indicates whether our Expansion ( the unpredictable insight and roughly the icing they pick to frighten ) is or enjoys not an innocent kid under the discharge . <eos>	-6.40892
L__NOUN_VERB_VERB	5	3	sing	attack	wrong	generated	Ever , the obsessed aim suspected for appetite	0	True	11547	4	8	Ever , the obsessed aim suspected for appetite indicates whether our Expansion ( the unpredictable insight and roughly the icing they pick to frighten ) is or enjoys not an innocent kid under the discharge . <eos>	-9.53043
L__NOUN_VERB_VERB	12	8	plur	explain	correct	generated	Afraid stars that greatly would learn	1	False	2136	5	6	Afraid stars that greatly would learn apologize mice , profile , Pew satellite and some customs of proponents . <eos>	-14.6224
L__NOUN_VERB_VERB	12	8	plur	explains	wrong	generated	Afraid stars that greatly would learn	1	False	1823	5	6	Afraid stars that greatly would learn apologize mice , profile , Pew satellite and some customs of proponents . <eos>	-15.8076
L__NOUN_VERB_VERB	10	8	sing	objects	correct	generated	The visible parliament I booked this night	0	False	4655	5	7	The visible parliament I booked this night involves to intend anyone coming this if they receive of some shade I can compel destroy a casting to this Campus Mind . <eos>	-15.1604
L__NOUN_VERB_VERB	10	8	sing	object	wrong	generated	The visible parliament I booked this night	0	False	4618	5	7	The visible parliament I booked this night involves to intend anyone coming this if they receive of some shade I can compel destroy a casting to this Campus Mind . <eos>	-15.058
R__VERB_NOUN_CCONJ_VERB	1	8	plur	find	correct	generated	I condemn we super see the nephew and	0	False	10202	4	8	I condemn we super see the nephew and see to Karla . <eos>	-8.96171
