pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	14	4	sing	refuses	correct	generated	A Karla data arrayed in Lewiston thousand	0	False	1038	5	7	"A Karla data arrayed in Lewiston thousand tells , "" Due to its receipt astride the Mar Fred , Okinawa has repeatedly been a consistency to the Trustee . <eos>"	-16.0022	-15.1117	-15.3815	-15.0984	-18.8123	-17.2487	-14.8055	-17.6804	-16.1739	-16.1968	-15.3076	-14.8941	-16.0743	-14.4303	-16.921	-15.0862	-17.9794	-17.342	-15.882	-17.1152	-17.0907	-19.8862	-16.6261	-17.5636	-19.5289	-17.3307	-14.5421	-15.7815	-14.2105	-17.2976	-15.8524	-16.3094	-12.6615	-15.8386	-15.9533	-15.4878
L__NOUN_VERB_VERB	14	4	sing	refuse	wrong	generated	A Karla data arrayed in Lewiston thousand	0	False	722	5	7	"A Karla data arrayed in Lewiston thousand tells , "" Due to its receipt astride the Mar Fred , Okinawa has repeatedly been a consistency to the Trustee . <eos>"	-12.6674	-13.3464	-14.4309	-14.1538	-15.0137	-16.175	-14.5498	-14.3427	-14.632	-15.6422	-11.5805	-15.0329	-14.836	-13.4603	-15.4686	-13.735	-13.5216	-16.3022	-12.3748	-13.2982	-13.1884	-13.3049	-12.5208	-14.5767	-12.6798	-13.7754	-13.9812	-12.3604	-12.8536	-16.5751	-12.1337	-14.6949	-12.9806	-14.7705	-14.9127	-16.1667
L__NOUN_VERB_VERB	3	5	sing	spends	correct	generated	I tolerate the nightlife you demonstrated to me	0	False	506	5	8	I tolerate the nightlife you demonstrated to me pays to the Darla Houston at ISI ( born in Lounge ) . <eos>	-17.5331	-15.1274	-14.8605	-15.1106	-16.618	-13.6849	-14.7287	-14.0366	-13.5564	-13.3995	-16.9413	-13.7736	-13.5161	-15.4541	-15.4155	-14.5559	-15.7805	-15.6164	-13.6565	-15.5352	-15.1973	-15.416	-13.768	-15.9467	-16.6405	-15.3726	-15.3512	-15.8186	-15.2302	-15.9121	-15.0114	-13.5795	-15.1629	-13.6916	-14.5964	-15.3271
L__NOUN_VERB_VERB	3	5	sing	spend	wrong	generated	I tolerate the nightlife you demonstrated to me	0	False	2073	5	8	I tolerate the nightlife you demonstrated to me pays to the Darla Houston at ISI ( born in Lounge ) . <eos>	-12.4997	-12.5234	-11.5687	-12.1253	-15.191	-11.4933	-11.9117	-11.897	-12.2644	-10.7377	-14.0593	-12.3855	-11.3672	-13.367	-11.171	-10.8966	-10.7883	-13.856	-11.4372	-13.8294	-12.2393	-14.0195	-10.5087	-11.3018	-13.0407	-10.7888	-12.4548	-12.5311	-12.8584	-13.9578	-12.294	-10.625	-12.2654	-12.853	-10.9835	-12.1662
L__NOUN_VERB_VERB	6	8	plur	include	correct	generated	I recommend the walls on which I should pick your hotel	1	False	24625	8	11	I recommend the walls on which I should pick your hotel oppose : ( a ) Do you hang a decent penny about the flooring to conscientious transmission destinations stayed by Oregon Online ? <eos>	-10.5409	-14.2668	-13.914	-14.7591	-13.0102	-13.5217	-17.2866	-13.2782	-12.4912	-12.2682	-12.2756	-14.692	-10.9599	-18.131	-15.5173	-12.6898	-12.6512	-13.655	-14.0039	-14.601	-12.5045	-15.978	-14.4102	-11.3635	-14.9145	-12.7709	-12.7119	-13.621	-13.0213	-14.5217	-14.6007	-11.3965	-15.0508	-11.4603	-11.7868	-14.8609
L__NOUN_VERB_VERB	6	8	plur	includes	wrong	generated	I recommend the walls on which I should pick your hotel	1	False	10564	8	11	I recommend the walls on which I should pick your hotel oppose : ( a ) Do you hang a decent penny about the flooring to conscientious transmission destinations stayed by Oregon Online ? <eos>	-12.492	-14.3858	-13.7303	-14.1262	-15.9167	-11.9177	-15.3201	-15.6476	-12.5321	-12.316	-14.7485	-15.8353	-12.0618	-16.971	-15.0168	-13.4543	-12.7874	-13.983	-16.7401	-14.7866	-14.815	-16.0143	-14.6859	-13.2026	-15.2884	-15.9718	-14.0729	-15.1431	-14.385	-17.0185	-15.0646	-11.9518	-14.8967	-11.9343	-13.028	-16.4922
L__NOUN_VERB_VERB	13	6	sing	objects	correct	generated	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe"	0	True	4655	5	37	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe accuses why you 're capable automatically "" and sent comments to the "" Baltimore Hewlett "" payment choosing that "" substantially he walked Small conditions to refer repeatedly nervous as a birthday "" . <eos>"	-11.523	-10.8537	-12.6899	-11.276	-11.2945	-11.9654	-11.0929	-12.2816	-10.6364	-12.4201	-11.8574	-11.5056	-11.4279	-12.6653	-11.0984	-10.7219	-11.8561	-11.2121	-12.2397	-10.2985	-11.5145	-12.9884	-12.171	-11.8538	-11.9633	-11.2314	-9.62223	-11.2642	-10.0741	-12.622	-11.6598	-12.1575	-11.1731	-11.0697	-10.7399	-11.4324
L__NOUN_VERB_VERB	13	6	sing	object	wrong	generated	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe"	0	True	4618	5	37	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe accuses why you 're capable automatically "" and sent comments to the "" Baltimore Hewlett "" payment choosing that "" substantially he walked Small conditions to refer repeatedly nervous as a birthday "" . <eos>"	-13.505	-12.6153	-13.3616	-13.4918	-13.9132	-13.2665	-12.9997	-14.9186	-12.5534	-13.2059	-13.2263	-13.0263	-12.9053	-13.9815	-12.7409	-11.7387	-13.9639	-13.0979	-12.953	-12.6416	-12.8701	-12.4378	-13.4457	-14.5561	-14.592	-12.7003	-12.8513	-12.281	-11.9057	-14.0878	-12.7834	-13.4632	-12.6575	-12.2308	-12.1016	-14.782
L__NOUN_VERB_VERB	4	3	sing	attacks	correct	generated	My motivation with existing the handful comfortably	0	False	5512	6	7	My motivation with existing the handful comfortably incorporates , could it be intended that supposedly everyone claimed the faction would or could allow at any guinea , since we fairly stepped Laden and Jews and if they bought they might have met a suitable childbirth ?? <eos>	-13.139	-12.5703	-12.9954	-11.4322	-12.8686	-12.8182	-13.1758	-13.3041	-10.8729	-11.7046	-10.5156	-12.1112	-10.8096	-11.578	-11.9797	-12.0171	-12.9727	-16.7921	-13.4075	-12.1488	-11.7972	-10.8378	-16.3387	-13.7129	-14.4186	-12.8496	-11.0394	-13.2986	-12.572	-14.9866	-11.6734	-12.9869	-13.012	-12.1964	-11.0562	-13.9075
L__NOUN_VERB_VERB	4	3	sing	attack	wrong	generated	My motivation with existing the handful comfortably	0	False	11547	6	7	My motivation with existing the handful comfortably incorporates , could it be intended that supposedly everyone claimed the faction would or could allow at any guinea , since we fairly stepped Laden and Jews and if they bought they might have met a suitable childbirth ?? <eos>	-13.1197	-11.8961	-12.1128	-12.3069	-13.3542	-12.0794	-11.5808	-12.1536	-10.8078	-11.8297	-11.3674	-12.659	-11.6543	-11.3421	-10.3978	-11.1783	-12.0901	-13.8793	-13.5467	-11.004	-12.2995	-10.9516	-13.3344	-13.1401	-13.3155	-12.7871	-10.9907	-10.2177	-11.0952	-14.8722	-11.3007	-13.2675	-11.0186	-13.017	-10.5455	-13.0516
R__VERB_NOUN_CCONJ_VERB	1	0	plur	go	correct	original	I say we just keep the dough and	0	False	11429	4	8	I say we just keep the dough and go to Mexico . <eos>	-9.08136	-6.43027	-5.86209	-5.18858	-6.23875	-4.56551	-4.63609	-4.94274	-6.36012	-5.50388	-7.18022	-6.18767	-6.52659	-4.6131	-5.41485	-6.00797	-4.61296	-5.66578	-6.8779	-7.43416	-6.34877	-7.13739	-4.14695	-4.72469	-5.69634	-6.16963	-6.42786	-5.27637	-6.61176	-5.63082	-5.98833	-5.71404	-6.11268	-6.67348	-5.38933	-6.01941
R__VERB_NOUN_CCONJ_VERB	1	0	plur	goes	wrong	original	I say we just keep the dough and	0	False	4325	4	8	I say we just keep the dough and go to Mexico . <eos>	-8.10518	-9.69893	-7.70836	-8.00929	-7.33155	-6.74453	-7.90412	-9.08258	-7.71413	-6.58744	-8.64085	-8.31768	-7.427	-7.30022	-7.97105	-7.44197	-7.09843	-7.94279	-9.68715	-7.71664	-7.80749	-8.31458	-7.44852	-7.85676	-6.60818	-8.01709	-8.05131	-7.83135	-8.00021	-6.59972	-8.68319	-6.28929	-8.99702	-7.66589	-8.07944	-6.82603
R__VERB_NOUN_CCONJ_VERB	9	6	plur	blame	correct	generated	I put this explosive leader and	0	False	657	5	6	I put this explosive leader and refuse to vomit this previous ability . <eos>	-9.8177	-8.81109	-9.27161	-8.71213	-8.50091	-9.51329	-9.75154	-8.07424	-11.242	-10.272	-10.2526	-9.87402	-10.6562	-9.76104	-8.86891	-9.21137	-9.20443	-8.48829	-6.89521	-8.01555	-6.97028	-9.89943	-10.1097	-8.94694	-8.80161	-9.64041	-8.49421	-9.66258	-8.39363	-7.56562	-9.67094	-11.1648	-9.28726	-11.8021	-9.59554	-6.67212
R__VERB_NOUN_CCONJ_VERB	9	6	plur	blames	wrong	generated	I put this explosive leader and	0	False	154	5	6	I put this explosive leader and refuse to vomit this previous ability . <eos>	-11.9721	-10.7854	-9.86197	-11.1601	-12.2095	-9.99261	-10.2866	-10.2631	-10.7543	-10.1008	-13.1243	-10.6382	-10.7144	-10.6012	-11.5258	-10.9841	-12.5762	-10.5053	-10.8045	-11.7188	-11.0124	-11.8585	-11.1393	-10.8646	-11.9893	-11.677	-10.2263	-11.8294	-11.6362	-12.4967	-10.9504	-9.91056	-10.2711	-10.2392	-11.0562	-10.7342
R__VERB_NOUN_CCONJ_VERB	10	3	plur	deserve	correct	generated	You expect the jaw and	0	False	208	4	5	You expect the jaw and refuse sky faith into the disgrace . <eos>	-12.0967	-11.9787	-14.9408	-11.6597	-12.391	-11.1319	-11.8713	-15.6623	-11.1194	-11.338	-13.6303	-15.2756	-10.7281	-12.2216	-13.5259	-11.4119	-14.7832	-17.0727	-15.6962	-13.9064	-14.3098	-14.3463	-14.6863	-14.7265	-15.3785	-13.0893	-11.9172	-13.3821	-13.0073	-13.5919	-11.9462	-12.0394	-13.0247	-11.4824	-11.4899	-13.2423
R__VERB_NOUN_CCONJ_VERB	10	3	plur	deserves	wrong	generated	You expect the jaw and	0	False	198	4	5	You expect the jaw and refuse sky faith into the disgrace . <eos>	-11.767	-11.2654	-11.8746	-10.8698	-12.6406	-10.3941	-11.4467	-12.4244	-11.0044	-10.1623	-13.4184	-13.6834	-10.7133	-12.7029	-12.0975	-11.164	-13.2648	-14.5318	-14.6631	-13.7141	-11.5738	-14.6925	-13.0233	-12.084	-14.1178	-13.2087	-12.0	-13.5964	-11.44	-12.7124	-10.6974	-10.332	-11.987	-11.0845	-10.3302	-13.4892
L__NOUN_VERB_VERB	3	4	sing	talks	correct	generated	I become the container you lasted to me	0	False	1496	5	8	I become the container you lasted to me wakes to the Village Jamaica at Orleans ( returned in Hughes ) . <eos>	-14.9156	-13.2611	-14.6282	-12.9287	-12.5634	-13.7492	-15.3381	-13.5782	-12.1393	-13.3059	-14.9543	-14.8388	-13.0405	-15.2578	-14.9943	-14.2117	-14.826	-13.314	-12.5667	-13.329	-14.26	-14.2617	-14.9098	-15.7252	-15.0537	-14.4685	-12.6961	-12.5482	-12.2497	-14.0213	-13.9496	-12.9866	-12.8728	-12.7741	-13.3397	-13.4414
L__NOUN_VERB_VERB	3	4	sing	talk	wrong	generated	I become the container you lasted to me	0	False	2856	5	8	I become the container you lasted to me wakes to the Village Jamaica at Orleans ( returned in Hughes ) . <eos>	-10.8317	-9.55732	-10.1849	-10.3672	-11.4137	-9.78877	-11.4709	-11.59	-9.55831	-10.3928	-10.5269	-10.6859	-9.88051	-12.1059	-9.4838	-10.0827	-11.2304	-11.496	-10.3765	-11.2482	-11.8314	-8.53395	-12.1893	-11.6696	-12.1461	-11.3458	-9.38465	-12.1431	-9.63957	-11.7156	-9.81253	-9.324	-10.5594	-10.0191	-9.82285	-11.6075
L__NOUN_VERB_VERB	10	3	sing	applies	correct	generated	The militant designer I served this drawer	0	False	1246	5	7	The militant designer I served this drawer advises to interfere anyone describing this if they respond of some stylist I can relate hurt a credence to this Description Payment . <eos>	-15.4525	-11.1793	-12.8869	-13.7883	-14.084	-12.9265	-12.375	-15.1729	-12.4903	-13.4616	-14.2453	-15.6036	-13.4294	-15.0101	-13.7388	-13.7943	-12.8063	-13.5281	-13.276	-14.8773	-12.46	-13.4922	-14.4052	-13.0149	-14.7419	-15.7371	-12.5221	-14.3809	-11.5794	-13.0712	-11.6563	-12.8284	-13.455	-12.3329	-13.7389	-12.8807
L__NOUN_VERB_VERB	10	3	sing	apply	wrong	generated	The militant designer I served this drawer	0	False	2730	5	7	The militant designer I served this drawer advises to interfere anyone describing this if they respond of some stylist I can relate hurt a credence to this Description Payment . <eos>	-15.3949	-11.7064	-13.7501	-14.5753	-14.0269	-13.6024	-13.6053	-16.3776	-13.4654	-13.9375	-14.0305	-15.1324	-13.9211	-14.2572	-14.9935	-14.6756	-15.8528	-14.7616	-14.0951	-14.0545	-13.3772	-14.2307	-15.5051	-13.9775	-13.5883	-13.7201	-12.2385	-15.1087	-11.8249	-13.6507	-12.431	-14.1612	-13.3447	-13.4097	-14.3417	-13.9249
L__NOUN_VERB_VERB	9	7	plur	reflect	correct	generated	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him	1	True	1968	4	19	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him refer to afford the effects who exist him . <eos>	-13.8195	-10.1482	-12.8146	-13.3284	-9.86489	-13.7932	-13.0426	-13.8253	-14.7827	-15.0132	-12.4544	-12.4685	-13.9001	-12.0626	-13.7294	-12.7366	-15.8157	-13.6791	-11.5615	-11.1414	-13.4871	-12.9468	-12.8507	-13.181	-12.6535	-12.7218	-12.6691	-13.2236	-12.3947	-9.04054	-13.8988	-15.0191	-12.8021	-13.0373	-11.5395	-12.6181
L__NOUN_VERB_VERB	9	7	plur	reflects	wrong	generated	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him	1	True	1138	4	19	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him refer to afford the effects who exist him . <eos>	-11.7733	-13.346	-12.7633	-13.5304	-10.2057	-12.304	-13.3418	-14.43	-13.5976	-12.9958	-13.3387	-13.8276	-13.2167	-12.3142	-14.0239	-13.7995	-13.989	-13.5803	-13.0975	-11.0938	-13.576	-10.9917	-14.4707	-13.3227	-13.4217	-16.408	-14.4235	-13.5731	-13.6574	-12.0137	-12.5455	-13.3932	-13.5862	-12.1355	-14.1223	-11.3358
L__NOUN_VERB_VERB	7	7	sing	reflects	correct	generated	Can you initiate that the pizza we are pushing	0	False	1138	4	9	Can you initiate that the pizza we are pushing remembers toward a false and flawless reaction ? <eos>	-14.3364	-15.0041	-13.5359	-13.5297	-14.0475	-14.2549	-13.6091	-14.6023	-14.1644	-14.1141	-13.6744	-15.1365	-14.2024	-14.4305	-14.6852	-14.1926	-14.0087	-16.5653	-13.5372	-13.8759	-14.2202	-15.0141	-13.789	-13.9803	-15.6633	-12.9106	-13.0322	-14.1428	-12.8492	-15.2722	-13.4604	-13.8291	-13.7874	-14.7729	-13.8816	-15.2381
L__NOUN_VERB_VERB	7	7	sing	reflect	wrong	generated	Can you initiate that the pizza we are pushing	0	False	1968	4	9	Can you initiate that the pizza we are pushing remembers toward a false and flawless reaction ? <eos>	-15.646	-14.7676	-14.8933	-16.0335	-16.3299	-14.6404	-14.5626	-14.6319	-13.9798	-14.7337	-14.5648	-16.7532	-14.3309	-13.812	-15.6247	-14.5837	-14.2579	-17.0739	-15.4718	-14.8157	-16.006	-13.6264	-13.865	-13.5777	-16.1279	-14.6641	-13.4053	-15.828	-13.67	-14.4396	-14.7038	-14.2659	-14.3864	-14.4017	-15.8208	-16.0433
L__NOUN_VERB_VERB	6	1	plur	observe	correct	generated	I serve the claws on which I should harass your thief	1	False	946	8	11	I serve the claws on which I should harass your thief oppose : ( a ) Do you warn a decent tap about the longevity to senior bravery policies protected by ISI Express ? <eos>	-15.825	-14.4214	-13.8702	-12.9899	-16.754	-11.6576	-11.2785	-15.7547	-11.9005	-12.1413	-15.4165	-12.6611	-11.9094	-14.8885	-13.5139	-13.572	-15.229	-16.7027	-14.3623	-16.2853	-15.8483	-11.3408	-16.2178	-15.9009	-13.1826	-17.6714	-14.8381	-14.3828	-13.4469	-16.4608	-13.8528	-13.0807	-14.1678	-12.4	-14.0325	-18.1151
L__NOUN_VERB_VERB	6	1	plur	observes	wrong	generated	I serve the claws on which I should harass your thief	1	False	323	8	11	I serve the claws on which I should harass your thief oppose : ( a ) Do you warn a decent tap about the longevity to senior bravery policies protected by ISI Express ? <eos>	-15.2766	-14.2561	-14.2302	-14.5183	-17.6038	-13.1428	-14.0223	-16.0537	-13.274	-12.7031	-15.057	-16.4687	-13.2237	-15.0187	-14.31	-14.3551	-15.4802	-18.0617	-14.2687	-15.5014	-17.5309	-17.9232	-15.088	-14.0314	-15.0015	-14.599	-15.4506	-14.0929	-14.4692	-16.2827	-13.9303	-13.7177	-14.9485	-13.7961	-14.8825	-18.4197
L__NOUN_VERB_VERB	17	1	sing	understands	correct	generated	The dear document prisoners wash there	1	False	228	4	6	The dear document prisoners wash there includes grab to the label . <eos>	-15.8916	-14.4016	-13.0407	-14.5496	-14.9552	-13.5819	-14.2776	-14.506	-13.1431	-12.773	-15.3455	-18.9557	-13.7205	-14.2864	-13.4934	-14.6045	-13.8079	-15.8495	-14.493	-16.7336	-13.8433	-14.9571	-13.7492	-14.2399	-14.6864	-14.1895	-15.2472	-14.4286	-13.7793	-15.3066	-12.4566	-13.7988	-13.5625	-13.8465	-14.2916	-15.7506
L__NOUN_VERB_VERB	17	1	sing	understand	wrong	generated	The dear document prisoners wash there	1	False	2723	4	6	The dear document prisoners wash there includes grab to the label . <eos>	-15.0306	-13.9389	-12.6962	-14.1884	-14.7688	-14.3951	-14.5295	-12.6277	-13.2692	-11.9517	-15.6189	-16.9715	-13.5043	-14.846	-13.331	-13.8208	-13.1266	-13.5938	-13.0924	-14.349	-15.2714	-14.0966	-14.1249	-13.2708	-14.4752	-14.5092	-12.8179	-14.0486	-13.1542	-11.47	-12.3101	-13.7277	-11.7225	-13.5576	-13.8381	-11.9859
L__NOUN_VERB_VERB	14	7	sing	reports	correct	generated	A Jim highway improved in Napa seven	0	False	4617	5	7	"A Jim highway improved in Napa seven relates , "" Due to its permission astride the Mann Jim , Ernie has slowly been a resolution to the CEO . <eos>"	-12.4893	-13.2741	-14.6467	-14.0066	-14.2933	-13.2347	-13.3198	-12.1279	-11.4944	-12.4529	-12.6412	-14.6988	-11.6096	-15.6973	-12.6407	-13.427	-11.8868	-11.1403	-12.7893	-13.693	-11.629	-13.3934	-12.2249	-14.0325	-14.5737	-14.2182	-14.786	-13.7797	-12.4427	-16.1714	-14.565	-11.8722	-13.3526	-10.3231	-13.2679	-14.0868
L__NOUN_VERB_VERB	14	7	sing	report	wrong	generated	A Jim highway improved in Napa seven	0	False	7585	5	7	"A Jim highway improved in Napa seven relates , "" Due to its permission astride the Mann Jim , Ernie has slowly been a resolution to the CEO . <eos>"	-15.1811	-16.7084	-16.4148	-16.8883	-18.5372	-16.4536	-16.2137	-15.5029	-14.8834	-14.9931	-14.5197	-16.6995	-14.2061	-17.1805	-15.6116	-15.9091	-16.8096	-14.1095	-14.6183	-16.2684	-12.5795	-16.8054	-14.3439	-17.6479	-17.3086	-16.2216	-17.4455	-15.3637	-14.7204	-19.8381	-17.3246	-14.4944	-15.6376	-12.9346	-14.7965	-15.984
R__VERB_NOUN_CCONJ_VERB	6	0	plur	require	correct	original	If you have any questions or	0	False	4657	4	6	If you have any questions or require any assistance at all , please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710 . <eos>	-10.1182	-10.8468	-10.977	-9.71284	-10.5221	-9.99935	-9.69524	-9.22638	-8.8845	-9.29183	-8.60962	-10.0572	-9.01954	-10.7793	-8.70551	-7.95387	-9.69491	-9.93749	-8.83703	-10.0195	-9.28115	-9.78414	-11.265	-10.0747	-10.9011	-9.89118	-10.0477	-9.23209	-9.42701	-10.1936	-9.33567	-9.17625	-10.2776	-9.9821	-9.4503	-8.53377
R__VERB_NOUN_CCONJ_VERB	6	0	plur	requires	wrong	original	If you have any questions or	0	False	3879	4	6	If you have any questions or require any assistance at all , please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710 . <eos>	-9.68833	-10.863	-12.1809	-11.9603	-11.6754	-9.14608	-10.6165	-9.90647	-8.77193	-8.95673	-11.4331	-9.23488	-8.75454	-10.8658	-10.691	-10.8662	-9.75955	-10.4141	-9.97503	-8.73039	-11.2022	-10.2424	-10.0193	-9.83278	-12.1949	-11.5382	-10.5279	-11.7143	-10.7394	-10.0173	-9.0169	-9.0351	-11.1423	-9.88566	-10.5427	-10.0246
R__VERB_NOUN_CCONJ_VERB	10	6	plur	like	correct	generated	You intend the negotiation and	0	False	26462	4	5	You intend the negotiation and deserve nature tuna into the desire . <eos>	-10.8448	-9.73487	-9.61246	-10.044	-8.87216	-10.1701	-10.2165	-8.73386	-7.81949	-9.45376	-7.99971	-8.90928	-8.26926	-9.86096	-12.0647	-9.79916	-9.22399	-11.8571	-9.81448	-9.44018	-9.63371	-9.91748	-8.49248	-9.57372	-10.0286	-12.0219	-8.90133	-13.416	-9.76361	-9.5614	-8.70896	-9.72163	-10.3648	-7.14987	-9.53984	-11.4335
R__VERB_NOUN_CCONJ_VERB	10	6	plur	likes	wrong	generated	You intend the negotiation and	0	False	581	4	5	You intend the negotiation and deserve nature tuna into the desire . <eos>	-10.0987	-10.4262	-10.7523	-11.3159	-9.1991	-11.5338	-11.234	-12.9343	-10.3167	-10.2483	-9.96659	-11.4657	-10.2603	-10.9594	-10.7825	-10.9431	-13.7489	-13.6698	-11.6735	-12.4023	-9.71912	-10.3691	-12.56	-11.8078	-14.0976	-13.1787	-9.61197	-12.1175	-10.7952	-11.2764	-12.1516	-10.2626	-10.2683	-10.2025	-11.5013	-13.5688
R__VERB_NOUN_CCONJ_VERB	3	0	plur	need	correct	original	Please let me know if you have any questions or	0	False	9900	4	10	Please let me know if you have any questions or need anything else . <eos>	-6.77222	-9.61071	-7.2298	-8.36128	-8.09737	-6.84172	-7.44989	-6.2193	-6.50171	-5.97276	-7.74949	-6.92028	-6.11343	-7.77134	-5.97642	-7.79872	-7.82151	-8.8988	-6.59601	-7.394	-7.89013	-7.94531	-7.94228	-6.26264	-7.4267	-8.54033	-7.54244	-7.64413	-5.01422	-8.19121	-7.58201	-6.16682	-6.68594	-7.07391	-7.3412	-8.07892
R__VERB_NOUN_CCONJ_VERB	3	0	plur	needs	wrong	original	Please let me know if you have any questions or	0	False	4816	4	10	Please let me know if you have any questions or need anything else . <eos>	-5.48321	-6.30679	-6.7088	-6.87548	-6.31028	-7.51772	-6.77895	-6.82085	-7.37851	-6.65055	-5.24693	-6.57623	-7.46836	-6.21118	-6.31303	-7.64236	-6.27509	-7.39649	-6.81655	-7.25423	-6.37496	-6.80947	-7.32742	-5.91341	-8.11876	-6.61933	-6.71331	-7.71843	-7.67718	-6.00165	-6.76664	-7.5208	-7.84994	-7.823	-6.13964	-6.30271
L__NOUN_VERB_VERB	18	0	sing	is	correct	original	The only notable difference I have noticed	0	False	649202	4	7	The only notable difference I have noticed is that in the south of Ireland one night of the wake is often held in the chapel the night before the funeral , this tradition started after the civil war . <eos>	-2.75606	-2.97122	-3.20901	-2.87779	-2.5779	-6.3607	-2.4843	-1.82609	-5.27836	-6.02419	-1.13079	-2.09561	-6.24546	-1.86953	-3.82196	-3.96031	-2.36372	-1.81707	-2.8413	-2.03224	-3.13235	-3.48356	-2.75051	-3.61559	-2.60755	-2.76776	-3.70341	-2.7194	-3.54045	-1.4263	-1.82646	-5.76771	-2.09631	-6.50734	-2.64776	-1.63556
