pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	8	6	plur	מתנדבים	correct	generated	כמו כל שבוע חשאי , כובשי ה כופים ל שיתוך ארור	1	True	1979	6	11	כמו כל שבוע חשאי , כובשי ה כופים ל שיתוך ארור כופים ו נקלעים . <eos>
L__NOUN_VERB_VERB	8	6	plur	מתנדב	wrong	generated	כמו כל שבוע חשאי , כובשי ה כופים ל שיתוך ארור	1	True	377	6	11	כמו כל שבוע חשאי , כובשי ה כופים ל שיתוך ארור כופים ו נקלעים . <eos>
R__NOUN_NOUN_DET_ADJ	149	8	sing	חומרית	correct	generated	מדינת שיש ב דפלציה טופוגרפית היא שיעור יציאה אל ניתוק ביקורת ה פתרון ה	0	False	268	4	14	מדינת שיש ב דפלציה טופוגרפית היא שיעור יציאה אל ניתוק ביקורת ה פתרון ה תפקודית . <eos>
R__NOUN_NOUN_DET_ADJ	149	8	sing	חומריות	wrong	generated	מדינת שיש ב דפלציה טופוגרפית היא שיעור יציאה אל ניתוק ביקורת ה פתרון ה	0	False	97	4	14	מדינת שיש ב דפלציה טופוגרפית היא שיעור יציאה אל ניתוק ביקורת ה פתרון ה תפקודית . <eos>
R__NOUN_ADJ_DET_ADJ	64	9	sing	כפופה	correct	generated	ל אילוץ לא היתה צביעה ל שקיעת ה עיסקית ה	0	False	625	4	10	ל אילוץ לא היתה צביעה ל שקיעת ה עיסקית ה אקטיבית של קופמן , ש נחלץ 33 תגיות ו פיתח את כיבוי עלייתם במשך כליות מתונות . <eos>
R__NOUN_ADJ_DET_ADJ	64	9	sing	כפופות	wrong	generated	ל אילוץ לא היתה צביעה ל שקיעת ה עיסקית ה	0	False	243	4	10	ל אילוץ לא היתה צביעה ל שקיעת ה עיסקית ה אקטיבית של קופמן , ש נחלץ 33 תגיות ו פיתח את כיבוי עלייתם במשך כליות מתונות . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	5	7	sing	מודאג	correct	generated	גג פרוע , ה	0	True	157	4	4	גג פרוע , ה אובה ל דיקור פער שלושה עד ששה אסיסטים , לא יטיל ניצחונו ו קולו על חלוקת תאולוגיה של ה פלגי . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	5	7	sing	מודאגים	wrong	generated	גג פרוע , ה	0	True	100	4	4	גג פרוע , ה אובה ל דיקור פער שלושה עד ששה אסיסטים , לא יטיל ניצחונו ו קולו על חלוקת תאולוגיה של ה פלגי . <eos>
R__NOUN_NOUN_DET_ADJ	66	0	sing	חדש	correct	original	"רק לאחר ש "" ה יחידה ה משפחתית "" קיימת ארבע שנים , זכאי בן ה זוג , על - פי סעיף 91 ב חוק ה זרים ה"	1	True	25596	4	28	"רק לאחר ש "" ה יחידה ה משפחתית "" קיימת ארבע שנים , זכאי בן ה זוג , על - פי סעיף 91 ב חוק ה זרים ה חדש , להגיש בקשה מ שלו לזכות שהייה ב רפובליקה ה פדרלית . <eos>"
R__NOUN_NOUN_DET_ADJ	66	0	sing	חדשים	wrong	original	"רק לאחר ש "" ה יחידה ה משפחתית "" קיימת ארבע שנים , זכאי בן ה זוג , על - פי סעיף 91 ב חוק ה זרים ה"	1	True	11190	4	28	"רק לאחר ש "" ה יחידה ה משפחתית "" קיימת ארבע שנים , זכאי בן ה זוג , על - פי סעיף 91 ב חוק ה זרים ה חדש , להגיש בקשה מ שלו לזכות שהייה ב רפובליקה ה פדרלית . <eos>"
L__NOUN_ADJ_PROPN_VERB	3	2	plur	מהמרים	correct	generated	פתרונות הומוריסטיים ב הורטון	0	False	92	4	4	פתרונות הומוריסטיים ב הורטון מוצלים , כי ה עיתונות ה זו , על המשך ה הבדלים ה ידני של ארנס אם כי לא ב אדמתה , עלתה ל שקל ה מוחשי ב גורלה . <eos>
L__NOUN_ADJ_PROPN_VERB	3	2	plur	מהמר	wrong	generated	פתרונות הומוריסטיים ב הורטון	0	False	158	4	4	פתרונות הומוריסטיים ב הורטון מוצלים , כי ה עיתונות ה זו , על המשך ה הבדלים ה ידני של ארנס אם כי לא ב אדמתה , עלתה ל שקל ה מוחשי ב גורלה . <eos>
R__NOUN_NOUN_DET_ADJ	84	6	sing	מקצוענית	correct	generated	<unk> מתחתנים ש רגל ה בשור ה	0	False	688	4	7	הננו מתחתנים ש רגל ה בשור ה פונית תהיה צנועה ו לא מדינתית . <eos>
R__NOUN_NOUN_DET_ADJ	84	6	sing	מקצועניות	wrong	generated	<unk> מתחתנים ש רגל ה בשור ה	0	False	133	4	7	הננו מתחתנים ש רגל ה בשור ה פונית תהיה צנועה ו לא מדינתית . <eos>
R__NOUN_NOUN_DET_ADJ	20	9	sing	סביבתית	correct	generated	לכאורה היה דוקטור להגן ב מערכת ה הסטה ו ה סלק ה	0	False	422	7	12	"לכאורה היה דוקטור להגן ב מערכת ה הסטה ו ה סלק ה שוויונית כי רק העמידה מטבעות ש אכן מתחה לשחרר את ה מתנות ש בהן אתחול בנגאזי אגסי "" עיכב את מגרשה "" . <eos>"
R__NOUN_NOUN_DET_ADJ	20	9	sing	סביבתיות	wrong	generated	לכאורה היה דוקטור להגן ב מערכת ה הסטה ו ה סלק ה	0	False	206	7	12	"לכאורה היה דוקטור להגן ב מערכת ה הסטה ו ה סלק ה שוויונית כי רק העמידה מטבעות ש אכן מתחה לשחרר את ה מתנות ש בהן אתחול בנגאזי אגסי "" עיכב את מגרשה "" . <eos>"
R__NOUN_NOUN_DET_ADJ	142	3	sing	משובחת	correct	generated	הוא גם מרבע , ש בלי אוזניים מ תשלום ל תנורי מועמדותו ה אפשרית , יציל לקנות די טבלאות ל מרחב תחנת ה אריזות ה	1	True	89	4	25	הוא גם מרבע , ש בלי אוזניים מ תשלום ל תנורי מועמדותו ה אפשרית , יציל לקנות די טבלאות ל מרחב תחנת ה אריזות ה ביניימית ה רגישה , ש בלעדיה אין גזרי רעבים מסוגלים לקצץ . <eos>
R__NOUN_NOUN_DET_ADJ	142	3	sing	משובחות	wrong	generated	הוא גם מרבע , ש בלי אוזניים מ תשלום ל תנורי מועמדותו ה אפשרית , יציל לקנות די טבלאות ל מרחב תחנת ה אריזות ה	1	True	53	4	25	הוא גם מרבע , ש בלי אוזניים מ תשלום ל תנורי מועמדותו ה אפשרית , יציל לקנות די טבלאות ל מרחב תחנת ה אריזות ה ביניימית ה רגישה , ש בלעדיה אין גזרי רעבים מסוגלים לקצץ . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	2	5	sing	מציאת	correct	generated	לא רק משום ש הוא וויזואלי מדי ב שריקות כיב , אכסניה ו	0	True	2067	4	13	לא רק משום ש הוא וויזואלי מדי ב שריקות כיב , אכסניה ו אבחנת ; לא רק מפני ש חסרים לו כוונים כמו גיזרה נגדית , הכנת ו אינפורמציה ; ו גם לא משום ש חיזוי סבור , ש ה הפקות ה מחתרתיות ש הוא מתחנן מבוקשות ל ארכיאולוג ו אינן מחליטות ב אכסון אחד עם ה תופעת ו ה גירעון , ה מקצועות ו מכסת ה יושר . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	2	5	sing	מציאות	wrong	generated	לא רק משום ש הוא וויזואלי מדי ב שריקות כיב , אכסניה ו	0	True	5722	4	13	לא רק משום ש הוא וויזואלי מדי ב שריקות כיב , אכסניה ו אבחנת ; לא רק מפני ש חסרים לו כוונים כמו גיזרה נגדית , הכנת ו אינפורמציה ; ו גם לא משום ש חיזוי סבור , ש ה הפקות ה מחתרתיות ש הוא מתחנן מבוקשות ל ארכיאולוג ו אינן מחליטות ב אכסון אחד עם ה תופעת ו ה גירעון , ה מקצועות ו מכסת ה יושר . <eos>
R__VERB_NOUN_CCONJ_VERB	9	1	sing	צולל	correct	generated	"ב כבאי של ה שביתה ה נ""ל היה שוכח ב הפרש גולדווטר , ה מתגרה ב כ שני אקורדים ו"	0	True	244	6	20	"ב כבאי של ה שביתה ה נ""ל היה שוכח ב הפרש גולדווטר , ה מתגרה ב כ שני אקורדים ו ממריא כנגד עקירה של שעתיים . <eos>"
R__VERB_NOUN_CCONJ_VERB	9	1	sing	צוללים	wrong	generated	"ב כבאי של ה שביתה ה נ""ל היה שוכח ב הפרש גולדווטר , ה מתגרה ב כ שני אקורדים ו"	0	True	225	6	20	"ב כבאי של ה שביתה ה נ""ל היה שוכח ב הפרש גולדווטר , ה מתגרה ב כ שני אקורדים ו ממריא כנגד עקירה של שעתיים . <eos>"
R__NOUN_NOUN_DET_ADJ	4	2	plur	פגועות	correct	generated	שני משחקי נספגים ב אותו מחזה מנגינת ; ל כל אחד משפחות ה התעניינות ה	1	True	59	4	15	שני משחקי נספגים ב אותו מחזה מנגינת ; ל כל אחד משפחות ה התעניינות ה שמאלניות ו ה מאוחרות , איומי מדוזה אל ה כדאיות , ו יבשת או איסוף בלתי - ממריא להבהיר על אחרית ה בעיטה ש צויינו בה ב חלחול ו ועד אינו שוקד להפחית ממנה . <eos>
R__NOUN_NOUN_DET_ADJ	4	2	plur	פגועה	wrong	generated	שני משחקי נספגים ב אותו מחזה מנגינת ; ל כל אחד משפחות ה התעניינות ה	1	True	191	4	15	שני משחקי נספגים ב אותו מחזה מנגינת ; ל כל אחד משפחות ה התעניינות ה שמאלניות ו ה מאוחרות , איומי מדוזה אל ה כדאיות , ו יבשת או איסוף בלתי - ממריא להבהיר על אחרית ה בעיטה ש צויינו בה ב חלחול ו ועד אינו שוקד להפחית ממנה . <eos>
R__NOUN_ADJ_DET_ADJ	13	2	sing	דרושה	correct	generated	אבל אצלנו מפעל ה פלא מתפעל ב סך ה פילגש , ו ה רחיצת ה מבריקה ה	0	True	630	4	17	אבל אצלנו מפעל ה פלא מתפעל ב סך ה פילגש , ו ה רחיצת ה מבריקה ה סמנטית ש אנו אפסיסים היא זו של ה נקניקים . <eos>
R__NOUN_ADJ_DET_ADJ	13	2	sing	דרושות	wrong	generated	אבל אצלנו מפעל ה פלא מתפעל ב סך ה פילגש , ו ה רחיצת ה מבריקה ה	0	True	228	4	17	אבל אצלנו מפעל ה פלא מתפעל ב סך ה פילגש , ו ה רחיצת ה מבריקה ה סמנטית ש אנו אפסיסים היא זו של ה נקניקים . <eos>
R__NOUN_NOUN_DET_ADJ	51	2	plur	אלגנטיות	correct	generated	ה הוריקן ה קבוצתי שלה , אלשטיין מידלטון מן ה מלכת ה שנויה , ישב להביא מ תכנון כינוס דוכן ה בורסת משקפיים לפני ה שכונות , על עמוד הבסת תיכונה , ו תוך תפוז ש נשות ה מהות ה	1	True	93	4	40	ה הוריקן ה קבוצתי שלה , אלשטיין מידלטון מן ה מלכת ה שנויה , ישב להביא מ תכנון כינוס דוכן ה בורסת משקפיים לפני ה שכונות , על עמוד הבסת תיכונה , ו תוך תפוז ש נשות ה מהות ה חדשניות יעידו אי - מובייל ב מופת אם ירגיש ב אמו . <eos>
R__NOUN_NOUN_DET_ADJ	51	2	plur	אלגנטית	wrong	generated	ה הוריקן ה קבוצתי שלה , אלשטיין מידלטון מן ה מלכת ה שנויה , ישב להביא מ תכנון כינוס דוכן ה בורסת משקפיים לפני ה שכונות , על עמוד הבסת תיכונה , ו תוך תפוז ש נשות ה מהות ה	1	True	66	4	40	ה הוריקן ה קבוצתי שלה , אלשטיין מידלטון מן ה מלכת ה שנויה , ישב להביא מ תכנון כינוס דוכן ה בורסת משקפיים לפני ה שכונות , על עמוד הבסת תיכונה , ו תוך תפוז ש נשות ה מהות ה חדשניות יעידו אי - מובייל ב מופת אם ירגיש ב אמו . <eos>
R__NOUN_ADJ_DET_ADJ	17	6	sing	דמוי	correct	generated	הוא חשף , למשל , בוקס ל עדרים סטטיים ב מסיבת נג , ו הולט בהם להגן בעד ה דיבוב ה ציני ה	0	True	1346	4	23	הוא חשף , למשל , בוקס ל עדרים סטטיים ב מסיבת נג , ו הולט בהם להגן בעד ה דיבוב ה ציני ה אלגנטי ל ימאי , שרלרואה אריזונה . <eos>
R__NOUN_ADJ_DET_ADJ	17	6	sing	דמויי	wrong	generated	הוא חשף , למשל , בוקס ל עדרים סטטיים ב מסיבת נג , ו הולט בהם להגן בעד ה דיבוב ה ציני ה	0	True	717	4	23	הוא חשף , למשל , בוקס ל עדרים סטטיים ב מסיבת נג , ו הולט בהם להגן בעד ה דיבוב ה ציני ה אלגנטי ל ימאי , שרלרואה אריזונה . <eos>
R__NOUN_NOUN_DET_ADJ	88	5	sing	ממלכתי	correct	generated	זאת , גם בשל מיסוד ה גישות ה	1	True	1290	4	8	זאת , גם בשל מיסוד ה גישות ה כשיר כל כך . <eos>
R__NOUN_NOUN_DET_ADJ	88	5	sing	ממלכתיים	wrong	generated	זאת , גם בשל מיסוד ה גישות ה	1	True	412	4	8	זאת , גם בשל מיסוד ה גישות ה כשיר כל כך . <eos>
R__NOUN_NOUN_DET_ADJ	39	9	sing	ביטחוני	correct	generated	שמירה ורדונה זו אסרה ב תחום ה שילינג ה	0	False	823	4	9	"שמירה ורדונה זו אסרה ב תחום ה שילינג ה חילוני ב החלטתה כ בג""ץ . <eos>"
R__NOUN_NOUN_DET_ADJ	39	9	sing	ביטחוניים	wrong	generated	שמירה ורדונה זו אסרה ב תחום ה שילינג ה	0	False	402	4	9	"שמירה ורדונה זו אסרה ב תחום ה שילינג ה חילוני ב החלטתה כ בג""ץ . <eos>"
R__NOUN_ADJ_DET_ADJ	62	7	sing	יבשתי	correct	generated	יועץ ה התמסרות יוענק עד משימת ה עגינת ה פיזיקלית ו יהיה זה ה זיפות ה תקין ה	0	False	1081	4	18	"יועץ ה התמסרות יוענק עד משימת ה עגינת ה פיזיקלית ו יהיה זה ה זיפות ה תקין ה רחב ה מהותי ביותר ב קוקאין זול מ אז קנוורל ; תנור ארה""ב ב סטולברג הסיג ל 345,000 ב 1969 . <eos>"
R__NOUN_ADJ_DET_ADJ	62	7	sing	יבשתיים	wrong	generated	יועץ ה התמסרות יוענק עד משימת ה עגינת ה פיזיקלית ו יהיה זה ה זיפות ה תקין ה	0	False	411	4	18	"יועץ ה התמסרות יוענק עד משימת ה עגינת ה פיזיקלית ו יהיה זה ה זיפות ה תקין ה רחב ה מהותי ביותר ב קוקאין זול מ אז קנוורל ; תנור ארה""ב ב סטולברג הסיג ל 345,000 ב 1969 . <eos>"
