pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	14	4	sing	refuses	correct	generated	A Karla data arrayed in Lewiston thousand	0	False	1038	5	7	"A Karla data arrayed in Lewiston thousand tells , "" Due to its receipt astride the Mar Fred , Okinawa has repeatedly been a consistency to the Trustee . <eos>"	-16.0022	-14.5216	-15.1063	-17.2412	-18.8123	-16.4287	-15.5302	-17.6804	-17.1065	-15.9202	-15.3076	-14.8941	-16.4833	-14.9918	-15.6605	-15.2548	-17.9794	-17.342	-15.882	-17.1152	-17.0907	-19.8862	-16.6261	-17.5636	-19.5289	-17.3307	-14.3683	-15.7815	-15.8734	-17.2976	-14.4325	-16.8646	-14.4417	-16.2627	-15.2288	-15.4878
L__NOUN_VERB_VERB	14	4	sing	refuse	wrong	generated	A Karla data arrayed in Lewiston thousand	0	False	722	5	7	"A Karla data arrayed in Lewiston thousand tells , "" Due to its receipt astride the Mar Fred , Okinawa has repeatedly been a consistency to the Trustee . <eos>"	-12.6674	-12.8478	-13.9588	-14.7026	-15.0137	-15.4934	-14.9445	-14.3427	-15.2427	-14.9038	-11.5805	-15.0329	-14.6326	-14.3522	-14.1757	-13.65	-13.5216	-16.3022	-12.3748	-13.2982	-13.1884	-13.3049	-12.5208	-14.5767	-12.6798	-13.7754	-14.4818	-12.3604	-13.13	-16.5751	-11.6455	-14.9249	-13.3882	-14.6078	-14.7316	-16.1667
L__NOUN_VERB_VERB	3	5	sing	spends	correct	generated	I tolerate the nightlife you demonstrated to me	0	False	506	5	8	I tolerate the nightlife you demonstrated to me pays to the Darla Houston at ISI ( born in Lounge ) . <eos>	-17.5331	-14.6358	-15.4807	-15.3932	-16.618	-14.1161	-15.4152	-14.0366	-13.1873	-13.7097	-16.9413	-13.7736	-13.6354	-16.1508	-15.9299	-14.3844	-15.7805	-15.6164	-13.6565	-15.5352	-15.1973	-15.416	-13.768	-15.9467	-16.6405	-15.3726	-15.6577	-15.8186	-14.5086	-15.9121	-15.4265	-14.275	-16.0142	-14.6312	-14.517	-15.3271
L__NOUN_VERB_VERB	3	5	sing	spend	wrong	generated	I tolerate the nightlife you demonstrated to me	0	False	2073	5	8	I tolerate the nightlife you demonstrated to me pays to the Darla Houston at ISI ( born in Lounge ) . <eos>	-12.4997	-12.2331	-12.6222	-12.3977	-15.191	-10.2828	-12.5216	-11.897	-10.9098	-10.7084	-14.0593	-12.3855	-11.2861	-14.2165	-12.2413	-12.1561	-10.7883	-13.856	-11.4372	-13.8294	-12.2393	-14.0195	-10.5087	-11.3018	-13.0407	-10.7888	-12.3004	-12.5311	-12.0586	-13.9578	-12.269	-10.6224	-11.3468	-12.7242	-11.4963	-12.1662
L__NOUN_VERB_VERB	6	8	plur	include	correct	generated	I recommend the walls on which I should pick your hotel	1	False	24625	8	11	I recommend the walls on which I should pick your hotel oppose : ( a ) Do you hang a decent penny about the flooring to conscientious transmission destinations stayed by Oregon Online ? <eos>	-10.5409	-15.9976	-14.1847	-15.0377	-13.0102	-13.0217	-15.3027	-13.2782	-12.8369	-12.7638	-12.2756	-14.692	-12.7196	-17.5614	-15.184	-12.7808	-12.6512	-13.655	-14.0039	-14.601	-12.5045	-15.978	-14.4102	-11.3635	-14.9145	-12.7709	-12.0398	-13.621	-13.878	-14.5217	-14.8713	-11.8721	-14.2893	-13.8472	-12.1777	-14.8609
L__NOUN_VERB_VERB	6	8	plur	includes	wrong	generated	I recommend the walls on which I should pick your hotel	1	False	10564	8	11	I recommend the walls on which I should pick your hotel oppose : ( a ) Do you hang a decent penny about the flooring to conscientious transmission destinations stayed by Oregon Online ? <eos>	-12.492	-16.0728	-13.2977	-14.9286	-15.9167	-13.0103	-16.6702	-15.6476	-13.6622	-13.3811	-14.7485	-15.8353	-12.9643	-17.3638	-14.4872	-14.0448	-12.7874	-13.983	-16.7401	-14.7866	-14.815	-16.0143	-14.6859	-13.2026	-15.2884	-15.9718	-13.5561	-15.1431	-14.4382	-17.0185	-15.0564	-12.7659	-16.6978	-12.7509	-14.4002	-16.4922
L__NOUN_VERB_VERB	13	6	sing	objects	correct	generated	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe"	0	True	4655	5	37	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe accuses why you 're capable automatically "" and sent comments to the "" Baltimore Hewlett "" payment choosing that "" substantially he walked Small conditions to refer repeatedly nervous as a birthday "" . <eos>"	-11.523	-10.9804	-11.6749	-10.9079	-11.2945	-11.8778	-11.9041	-12.2816	-10.8606	-12.2327	-11.8574	-11.5056	-11.0924	-11.9181	-12.3425	-11.0162	-11.8561	-11.2121	-12.2397	-10.2985	-11.5145	-12.9884	-12.171	-11.8538	-11.9633	-11.2314	-10.5874	-11.2642	-9.99931	-12.622	-11.2545	-11.6421	-11.2596	-11.3965	-11.3184	-11.4324
L__NOUN_VERB_VERB	13	6	sing	object	wrong	generated	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe"	0	True	4618	5	37	"Because of the conclusion that his respectful lighting with Rico Israel had canned him , he slept games surgical as : "" You can relate a teacher and a disintegration , eighteen remainder you ca n't believe accuses why you 're capable automatically "" and sent comments to the "" Baltimore Hewlett "" payment choosing that "" substantially he walked Small conditions to refer repeatedly nervous as a birthday "" . <eos>"	-13.505	-12.5797	-12.9394	-13.2976	-13.9132	-12.6817	-14.4805	-14.9186	-12.656	-13.4199	-13.2263	-13.0263	-12.7116	-13.76	-14.1127	-12.367	-13.9639	-13.0979	-12.953	-12.6416	-12.8701	-12.4378	-13.4457	-14.5561	-14.592	-12.7003	-12.3576	-12.281	-12.1058	-14.0878	-13.0588	-13.2059	-12.1103	-13.4416	-11.8646	-14.782
L__NOUN_VERB_VERB	4	3	sing	attacks	correct	generated	My motivation with existing the handful comfortably	0	False	5512	6	7	My motivation with existing the handful comfortably incorporates , could it be intended that supposedly everyone claimed the faction would or could allow at any guinea , since we fairly stepped Laden and Jews and if they bought they might have met a suitable childbirth ?? <eos>	-13.139	-13.4041	-14.3491	-12.3877	-12.8686	-11.4738	-13.7842	-13.3041	-10.4483	-13.3219	-10.5156	-12.1112	-10.8398	-12.6398	-13.5304	-13.2645	-12.9727	-16.7921	-13.4075	-12.1488	-11.7972	-10.8378	-16.3387	-13.7129	-14.4186	-12.8496	-12.3433	-13.2986	-12.0152	-14.9866	-12.4622	-13.4444	-14.2325	-12.4593	-11.961	-13.9075
L__NOUN_VERB_VERB	4	3	sing	attack	wrong	generated	My motivation with existing the handful comfortably	0	False	11547	6	7	My motivation with existing the handful comfortably incorporates , could it be intended that supposedly everyone claimed the faction would or could allow at any guinea , since we fairly stepped Laden and Jews and if they bought they might have met a suitable childbirth ?? <eos>	-13.1197	-11.3372	-12.345	-14.2306	-13.3542	-11.5301	-11.6524	-12.1536	-9.03701	-13.7163	-11.3674	-12.659	-10.5399	-12.246	-11.2689	-11.0664	-12.0901	-13.8793	-13.5467	-11.004	-12.2995	-10.9516	-13.3344	-13.1401	-13.3155	-12.7871	-12.3948	-10.2177	-11.6314	-14.8722	-11.0454	-12.9922	-12.264	-11.0263	-10.5585	-13.0516
R__VERB_NOUN_CCONJ_VERB	1	0	plur	go	correct	original	I say we just keep the dough and	0	False	11429	4	8	I say we just keep the dough and go to Mexico . <eos>	-9.08136	-5.95857	-6.15153	-4.91013	-6.23875	-4.38295	-5.11108	-4.94274	-5.4881	-5.10332	-7.18022	-6.18767	-6.89997	-4.77921	-6.00336	-5.87377	-4.61296	-5.66578	-6.8779	-7.43416	-6.34877	-7.13739	-4.14695	-4.72469	-5.69634	-6.16963	-6.08075	-5.27637	-6.58062	-5.63082	-5.13228	-4.93458	-6.37879	-7.17656	-5.76641	-6.01941
R__VERB_NOUN_CCONJ_VERB	1	0	plur	goes	wrong	original	I say we just keep the dough and	0	False	4325	4	8	I say we just keep the dough and go to Mexico . <eos>	-8.10518	-8.32891	-7.97722	-8.04309	-7.33155	-7.16297	-7.53333	-9.08258	-7.57332	-6.88964	-8.64085	-8.31768	-7.48433	-7.81431	-9.14707	-7.7809	-7.09843	-7.94279	-9.68715	-7.71664	-7.80749	-8.31458	-7.44852	-7.85676	-6.60818	-8.01709	-6.99453	-7.83135	-7.76794	-6.59972	-8.3957	-6.50404	-8.27052	-7.34965	-7.13742	-6.82603
R__VERB_NOUN_CCONJ_VERB	9	6	plur	blame	correct	generated	I put this explosive leader and	0	False	657	5	6	I put this explosive leader and refuse to vomit this previous ability . <eos>	-9.8177	-8.03382	-8.11124	-8.92917	-8.50091	-8.57221	-7.72069	-8.07424	-10.3585	-10.335	-10.2526	-9.87402	-9.5331	-9.07172	-8.44716	-7.90187	-9.20443	-8.48829	-6.89521	-8.01555	-6.97028	-9.89943	-10.1097	-8.94694	-8.80161	-9.64041	-9.54634	-9.66258	-7.73749	-7.56562	-8.02085	-11.0152	-7.09869	-10.6699	-8.34056	-6.67212
R__VERB_NOUN_CCONJ_VERB	9	6	plur	blames	wrong	generated	I put this explosive leader and	0	False	154	5	6	I put this explosive leader and refuse to vomit this previous ability . <eos>	-11.9721	-10.7856	-9.93129	-9.89622	-12.2095	-10.5934	-9.89287	-10.2631	-10.7761	-10.2624	-13.1243	-10.6382	-10.5442	-9.36977	-12.0743	-10.9016	-12.5762	-10.5053	-10.8045	-11.7188	-11.0124	-11.8585	-11.1393	-10.8646	-11.9893	-11.677	-11.612	-11.8294	-11.6835	-12.4967	-11.579	-9.8084	-10.3286	-11.1136	-10.1499	-10.7342
R__VERB_NOUN_CCONJ_VERB	10	3	plur	deserve	correct	generated	You expect the jaw and	0	False	208	4	5	You expect the jaw and refuse sky faith into the disgrace . <eos>	-12.0967	-13.4232	-15.2615	-13.5247	-12.391	-11.9635	-12.9478	-15.6623	-11.6685	-11.6495	-13.6303	-15.2756	-10.7753	-14.224	-14.8913	-13.218	-14.7832	-17.0727	-15.6962	-13.9064	-14.3098	-14.3463	-14.6863	-14.7265	-15.3785	-13.0893	-12.3528	-13.3821	-12.8552	-13.5919	-12.3723	-11.5317	-13.0815	-11.6099	-12.9406	-13.2423
R__VERB_NOUN_CCONJ_VERB	10	3	plur	deserves	wrong	generated	You expect the jaw and	0	False	198	4	5	You expect the jaw and refuse sky faith into the disgrace . <eos>	-11.767	-12.6563	-12.7519	-13.3184	-12.6406	-10.8245	-12.7498	-12.4244	-11.1769	-10.473	-13.4184	-13.6834	-10.8216	-15.0096	-12.7227	-12.3455	-13.2648	-14.5318	-14.6631	-13.7141	-11.5738	-14.6925	-13.0233	-12.084	-14.1178	-13.2087	-12.5752	-13.5964	-11.5073	-12.7124	-11.3472	-9.6205	-11.815	-11.0992	-11.8064	-13.4892
L__NOUN_VERB_VERB	3	4	sing	talks	correct	generated	I become the container you lasted to me	0	False	1496	5	8	I become the container you lasted to me wakes to the Village Jamaica at Orleans ( returned in Hughes ) . <eos>	-14.9156	-13.542	-14.7943	-12.8408	-12.5634	-15.072	-14.6092	-13.5782	-12.5887	-13.7076	-14.9543	-14.8388	-13.8996	-14.6066	-17.1856	-14.6428	-14.826	-13.314	-12.5667	-13.329	-14.26	-14.2617	-14.9098	-15.7252	-15.0537	-14.4685	-12.8237	-12.5482	-12.6214	-14.0213	-14.5512	-13.5501	-13.3788	-13.3296	-14.1051	-13.4414
L__NOUN_VERB_VERB	3	4	sing	talk	wrong	generated	I become the container you lasted to me	0	False	2856	5	8	I become the container you lasted to me wakes to the Village Jamaica at Orleans ( returned in Hughes ) . <eos>	-10.8317	-10.2124	-11.1961	-9.32863	-11.4137	-10.1072	-12.1336	-11.59	-9.14992	-10.7819	-10.5269	-10.6859	-10.5926	-11.0806	-10.6679	-10.9613	-11.2304	-11.496	-10.3765	-11.2482	-11.8314	-8.53395	-12.1893	-11.6696	-12.1461	-11.3458	-9.08979	-12.1431	-10.1471	-11.7156	-9.44079	-9.49217	-10.9915	-11.3805	-9.91441	-11.6075
L__NOUN_VERB_VERB	10	3	sing	applies	correct	generated	The militant designer I served this drawer	0	False	1246	5	7	The militant designer I served this drawer advises to interfere anyone describing this if they respond of some stylist I can relate hurt a credence to this Description Payment . <eos>	-15.4525	-12.6943	-12.7978	-12.7034	-14.084	-12.1424	-12.8719	-15.1729	-11.765	-13.3761	-14.2453	-15.6036	-12.9251	-14.4448	-14.7702	-14.4719	-12.8063	-13.5281	-13.276	-14.8773	-12.46	-13.4922	-14.4052	-13.0149	-14.7419	-15.7371	-14.5141	-14.3809	-11.9098	-13.0712	-12.0082	-13.0176	-13.0045	-11.5032	-13.8147	-12.8807
L__NOUN_VERB_VERB	10	3	sing	apply	wrong	generated	The militant designer I served this drawer	0	False	2730	5	7	The militant designer I served this drawer advises to interfere anyone describing this if they respond of some stylist I can relate hurt a credence to this Description Payment . <eos>	-15.3949	-12.5395	-14.0009	-14.1583	-14.0269	-13.159	-12.7971	-16.3776	-14.2447	-13.6658	-14.0305	-15.1324	-14.8441	-14.2863	-14.2067	-15.1776	-15.8528	-14.7616	-14.0951	-14.0545	-13.3772	-14.2307	-15.5051	-13.9775	-13.5883	-13.7201	-13.7617	-15.1087	-12.4676	-13.6507	-11.8075	-14.0716	-12.5778	-13.7969	-13.668	-13.9249
L__NOUN_VERB_VERB	9	7	plur	reflect	correct	generated	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him	1	True	1968	4	19	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him refer to afford the effects who exist him . <eos>	-13.8195	-9.24855	-11.3077	-12.097	-9.86489	-12.847	-12.0569	-13.8253	-12.489	-13.7218	-12.4544	-12.4685	-13.4403	-11.3108	-12.298	-12.0149	-15.8157	-13.6791	-11.5615	-11.1414	-13.4871	-12.9468	-12.8507	-13.181	-12.6535	-12.7218	-10.379	-13.2236	-13.0484	-9.04054	-14.133	-13.9908	-12.9097	-11.5537	-10.7358	-12.6181
L__NOUN_VERB_VERB	9	7	plur	reflects	wrong	generated	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him	1	True	1138	4	19	But annoying destinations do learn the region they refer he will forget , and the appropriations who remain him refer to afford the effects who exist him . <eos>	-11.7733	-12.5476	-11.6207	-11.8161	-10.2057	-12.489	-13.1689	-14.43	-12.2474	-12.7869	-13.3387	-13.8276	-12.7668	-12.2582	-13.1776	-14.8427	-13.989	-13.5803	-13.0975	-11.0938	-13.576	-10.9917	-14.4707	-13.3227	-13.4217	-16.408	-12.8943	-13.5731	-14.371	-12.0137	-12.8368	-12.4514	-15.6274	-12.2942	-14.1612	-11.3358
L__NOUN_VERB_VERB	7	7	sing	reflects	correct	generated	Can you initiate that the pizza we are pushing	0	False	1138	4	9	Can you initiate that the pizza we are pushing remembers toward a false and flawless reaction ? <eos>	-14.3364	-14.8866	-13.8002	-15.2907	-14.0475	-14.8284	-13.1885	-14.6023	-14.4821	-13.8904	-13.6744	-15.1365	-14.6056	-14.2429	-14.9451	-14.3378	-14.0087	-16.5653	-13.5372	-13.8759	-14.2202	-15.0141	-13.789	-13.9803	-15.6633	-12.9106	-14.0668	-14.1428	-12.5698	-15.2722	-13.7457	-13.8725	-13.185	-14.4484	-13.7436	-15.2381
L__NOUN_VERB_VERB	7	7	sing	reflect	wrong	generated	Can you initiate that the pizza we are pushing	0	False	1968	4	9	Can you initiate that the pizza we are pushing remembers toward a false and flawless reaction ? <eos>	-15.646	-14.8013	-15.0161	-17.121	-16.3299	-15.5532	-14.9489	-14.6319	-14.7719	-14.7432	-14.5648	-16.7532	-15.2461	-14.989	-14.8495	-15.3895	-14.2579	-17.0739	-15.4718	-14.8157	-16.006	-13.6264	-13.865	-13.5777	-16.1279	-14.6641	-14.7792	-15.828	-14.8158	-14.4396	-14.2298	-14.8728	-13.3901	-14.3715	-16.166	-16.0433
L__NOUN_VERB_VERB	6	1	plur	observe	correct	generated	I serve the claws on which I should harass your thief	1	False	946	8	11	I serve the claws on which I should harass your thief oppose : ( a ) Do you warn a decent tap about the longevity to senior bravery policies protected by ISI Express ? <eos>	-15.825	-13.738	-14.3121	-14.3199	-16.754	-12.6926	-13.1774	-15.7547	-12.2019	-11.6252	-15.4165	-12.6611	-12.211	-15.8381	-13.174	-13.5478	-15.229	-16.7027	-14.3623	-16.2853	-15.8483	-11.3408	-16.2178	-15.9009	-13.1826	-17.6714	-13.8453	-14.3828	-13.737	-16.4608	-13.2948	-12.7105	-15.0745	-13.1415	-13.8496	-18.1151
L__NOUN_VERB_VERB	6	1	plur	observes	wrong	generated	I serve the claws on which I should harass your thief	1	False	323	8	11	I serve the claws on which I should harass your thief oppose : ( a ) Do you warn a decent tap about the longevity to senior bravery policies protected by ISI Express ? <eos>	-15.2766	-14.9131	-14.5299	-15.1131	-17.6038	-14.0893	-14.944	-16.0537	-14.2673	-13.2626	-15.057	-16.4687	-14.5909	-15.459	-14.5501	-14.5604	-15.4802	-18.0617	-14.2687	-15.5014	-17.5309	-17.9232	-15.088	-14.0314	-15.0015	-14.599	-14.7281	-14.0929	-14.8509	-16.2827	-14.6025	-13.6323	-15.8471	-14.7382	-15.1593	-18.4197
L__NOUN_VERB_VERB	17	1	sing	understands	correct	generated	The dear document prisoners wash there	1	False	228	4	6	The dear document prisoners wash there includes grab to the label . <eos>	-15.8916	-14.731	-13.4166	-14.2557	-14.9552	-12.7211	-14.505	-14.506	-12.8694	-13.0231	-15.3455	-18.9557	-13.395	-14.7685	-15.01	-14.6401	-13.8079	-15.8495	-14.493	-16.7336	-13.8433	-14.9571	-13.7492	-14.2399	-14.6864	-14.1895	-16.1242	-14.4286	-12.6965	-15.3066	-12.6268	-13.8001	-15.1315	-13.4216	-14.7304	-15.7506
L__NOUN_VERB_VERB	17	1	sing	understand	wrong	generated	The dear document prisoners wash there	1	False	2723	4	6	The dear document prisoners wash there includes grab to the label . <eos>	-15.0306	-13.4458	-12.4661	-13.8088	-14.7688	-13.3463	-14.7665	-12.6277	-12.7948	-12.6565	-15.6189	-16.9715	-12.8453	-14.7111	-14.0269	-13.9069	-13.1266	-13.5938	-13.0924	-14.349	-15.2714	-14.0966	-14.1249	-13.2708	-14.4752	-14.5092	-11.5923	-14.0486	-12.5118	-11.47	-11.8829	-13.7154	-13.191	-12.6967	-13.5006	-11.9859
L__NOUN_VERB_VERB	14	7	sing	reports	correct	generated	A Jim highway improved in Napa seven	0	False	4617	5	7	"A Jim highway improved in Napa seven relates , "" Due to its permission astride the Mann Jim , Ernie has slowly been a resolution to the CEO . <eos>"	-12.4893	-13.0827	-13.8587	-14.2108	-14.2933	-13.3178	-14.8476	-12.1279	-13.2363	-14.3785	-12.6412	-14.6988	-13.8149	-14.5971	-14.0968	-14.6416	-11.8868	-11.1403	-12.7893	-13.693	-11.629	-13.3934	-12.2249	-14.0325	-14.5737	-14.2182	-15.5334	-13.7797	-13.0842	-16.1714	-14.0535	-13.7191	-12.2124	-11.4647	-13.3754	-14.0868
L__NOUN_VERB_VERB	14	7	sing	report	wrong	generated	A Jim highway improved in Napa seven	0	False	7585	5	7	"A Jim highway improved in Napa seven relates , "" Due to its permission astride the Mann Jim , Ernie has slowly been a resolution to the CEO . <eos>"	-15.1811	-15.6091	-17.2525	-16.8991	-18.5372	-16.4993	-16.8963	-15.5029	-16.4865	-17.812	-14.5197	-16.6995	-16.6709	-15.7116	-17.462	-17.1052	-16.8096	-14.1095	-14.6183	-16.2684	-12.5795	-16.8054	-14.3439	-17.6479	-17.3086	-16.2216	-17.4498	-15.3637	-17.4994	-19.8381	-16.2461	-16.9797	-14.772	-14.9369	-14.842	-15.984
R__VERB_NOUN_CCONJ_VERB	6	0	plur	require	correct	original	If you have any questions or	0	False	4657	4	6	If you have any questions or require any assistance at all , please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710 . <eos>	-10.1182	-9.85532	-10.0923	-9.49899	-10.5221	-9.98432	-9.82232	-9.22638	-7.88488	-8.8286	-8.60962	-10.0572	-7.9805	-11.1723	-8.64224	-7.20885	-9.69491	-9.93749	-8.83703	-10.0195	-9.28115	-9.78414	-11.265	-10.0747	-10.9011	-9.89118	-10.5436	-9.23209	-9.71965	-10.1936	-8.222	-9.24218	-10.6353	-8.44974	-8.76149	-8.53377
R__VERB_NOUN_CCONJ_VERB	6	0	plur	requires	wrong	original	If you have any questions or	0	False	3879	4	6	If you have any questions or require any assistance at all , please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710 . <eos>	-9.68833	-10.5864	-11.2977	-12.1201	-11.6754	-9.72634	-10.5729	-9.90647	-8.90309	-9.88284	-11.4331	-9.23488	-8.6851	-10.8729	-10.0685	-10.5259	-9.75955	-10.4141	-9.97503	-8.73039	-11.2022	-10.2424	-10.0193	-9.83278	-12.1949	-11.5382	-10.6086	-11.7143	-10.9898	-10.0173	-8.00042	-9.85325	-9.58765	-9.8008	-11.7536	-10.0246
R__VERB_NOUN_CCONJ_VERB	10	6	plur	like	correct	generated	You intend the negotiation and	0	False	26462	4	5	You intend the negotiation and deserve nature tuna into the desire . <eos>	-10.8448	-9.7284	-9.70176	-9.98101	-8.87216	-11.2004	-10.0056	-8.73386	-8.8832	-9.57364	-7.99971	-8.90928	-9.68923	-10.1273	-11.483	-9.80077	-9.22399	-11.8571	-9.81448	-9.44018	-9.63371	-9.91748	-8.49248	-9.57372	-10.0286	-12.0219	-9.71748	-13.416	-8.82657	-9.5614	-9.34574	-9.74268	-11.5501	-9.55992	-9.6623	-11.4335
R__VERB_NOUN_CCONJ_VERB	10	6	plur	likes	wrong	generated	You intend the negotiation and	0	False	581	4	5	You intend the negotiation and deserve nature tuna into the desire . <eos>	-10.0987	-9.44966	-9.46465	-10.4209	-9.1991	-12.2493	-11.4052	-12.9343	-10.3823	-10.6922	-9.96659	-11.4657	-10.7212	-12.4331	-10.361	-12.1566	-13.7489	-13.6698	-11.6735	-12.4023	-9.71912	-10.3691	-12.56	-11.8078	-14.0976	-13.1787	-10.4599	-12.1175	-9.57093	-11.2764	-11.8083	-10.6114	-10.6045	-10.3134	-11.7249	-13.5688
R__VERB_NOUN_CCONJ_VERB	3	0	plur	need	correct	original	Please let me know if you have any questions or	0	False	9900	4	10	Please let me know if you have any questions or need anything else . <eos>	-6.77222	-8.95306	-6.09274	-8.66838	-8.09737	-7.07606	-6.73865	-6.2193	-5.9466	-5.58929	-7.74949	-6.92028	-6.13894	-8.47071	-5.57401	-6.78688	-7.82151	-8.8988	-6.59601	-7.394	-7.89013	-7.94531	-7.94228	-6.26264	-7.4267	-8.54033	-7.89563	-7.64413	-7.88479	-8.19121	-6.78738	-6.18868	-7.13255	-5.09832	-7.72602	-8.07892
R__VERB_NOUN_CCONJ_VERB	3	0	plur	needs	wrong	original	Please let me know if you have any questions or	0	False	4816	4	10	Please let me know if you have any questions or need anything else . <eos>	-5.48321	-7.5647	-4.68793	-6.05255	-6.31028	-6.77057	-6.89898	-6.82085	-6.99459	-7.23573	-5.24693	-6.57623	-7.35129	-7.65533	-5.73854	-7.5956	-6.27509	-7.39649	-6.81655	-7.25423	-6.37496	-6.80947	-7.32742	-5.91341	-8.11876	-6.61933	-6.3905	-7.71843	-7.31658	-6.00165	-5.77155	-7.69197	-7.99333	-6.69739	-6.03228	-6.30271
L__NOUN_VERB_VERB	18	0	sing	is	correct	original	The only notable difference I have noticed	0	False	649202	4	7	The only notable difference I have noticed is that in the south of Ireland one night of the wake is often held in the chapel the night before the funeral , this tradition started after the civil war . <eos>	-2.75606	-2.39583	-3.43504	-1.34285	-2.5779	-3.42338	-2.83797	-1.82609	-4.69613	-3.7215	-1.13079	-2.09561	-5.45983	-1.99508	-3.85884	-3.41012	-2.36372	-1.81707	-2.8413	-2.03224	-3.13235	-3.48356	-2.75051	-3.61559	-2.60755	-2.76776	-2.31074	-2.7194	-3.94056	-1.4263	-2.89909	-4.12839	-2.23745	-4.36537	-3.25139	-1.63556
